noun_phrase,frequency
Ethical Dilemmas,1
Warehousing,1
Computational Ethics,1
Taxonomy,1
Patient,1
Quantum Technology,1
Staff Plagiarism,1
Pedagogical Framework,1
EthicalDevelopment,1
Traditional Knowledge,1
Ethical Concerns,1
Homo,1
Electricus,1
Humans,1
Ideology,1
Context-Aware Security,1
Building Secure,1
Intelligent Technologies,1
Logical Theories,1
Fragments,1
Elementary Geometry,1
Constraint Calculi,1
Locales,1
Spaces,1
Spatial Logics,1
Spatial Reasoning,1
Parts,1
Wholes,1
Locations,1
Discrete Spatial,1
Usability Evaluation,1
Semantic Association,1
Finite-State Transducers,1
FST,1
Summarization,1
Reference Services,1
Digital Environment,1
Computational Sense,1
Digital Librarians,1
the Utilization,1
DL,1
Asset Libraries,1
Knowledge Repositories,1
Pakistan,1
Centres,1
a Foundation,1
Visual Pattern,1
Library Software,1
Digital Archives,1
Virtual Exhibitions,1
the Effectiveness,1
Social Tagging,1
Resource Discovery,1
BIVALDI,1
Visual Interfaces,1
New Roles,1
OpenDLib,1
Visualisation,1
Topic-Specific Ranks,1
the Essence,1
User Profiles,1
the Gap,1
Agricultural Research,1
Worldwide Users,1
Word Segmentation,1
Indo-China Languages,1
Document Model,1
Grid Computing,1
Grid Infrastructure,1
Institutional Repository,1
Multimodal Sentences,1
Handhelds,1
Speechfind,1
Innovative Types,1
Scholarly Communication,1
Core Topics,1
Patent,1
Trade Secret,1
BDD-Based,1
Refinement,1
Industrial Practice,1
Automata Theory,1
Program Verification,1
SAT-Based,1
Parameterized Systems,1
Propositional SAT,1
Probabilistic Systems,1
The mu-calculus,1
Concurrent Programs,1
Discrete Systems,1
Non-Boolean Domains,1
Functional Specification,1
Graph Games,1
Reactive Synthesis,1
Symbolic Trajectory,1
Data-Flow Analysis,1
Parallel algorithms,1
geometry,1
computational geometry,1
Polytope,1
Crystals,1
quasicrystals,1
Sphere packing,1
coding theory,1
Helly-Type Theorems,1
Geometric Transversals,1
Geometric applications,1
Finite Point,1
Configurations,1
Geometric Reconstruction,1
Low-Distortion Embeddings,1
Manufacturing,1
processes,1
Subdivisions,1
Triangulationsof Polytopes,1
Discrete Aspects,1
Stochastic Geometry,1
Visibility,1
Tilings,1
Geographic information,1
systems,1
Face Numbers,1
Polyhedral Maps,1
Polygonal Linkages,1
search,1
Pseudoline,1
Biological applications,1
computational topology,1
compression,1
geometric modeling,1
Polyominoes,1
drawing,1
Algorithmic motion,1
planning,1
Oriented Matroids,1
Voronoi Diagrams,1
Delaunay Triangulations,1
Geometric Graph,1
derandomization,1
Location,1
motion,1
Proximity Queries,1
Topological Methods,1
Lattice Points,1
Lattice Polytopes,1
robust statistics,1
Nearest Neighbors,1
High-Dimensional Spaces,1
Covering,1
analysis,1
Convex Hull,1
Computations,1
recognition,1
Range,1
Triangulations,1
Mesh Generation,1
Symmetry,1
Basic Properties,1
Convex Polytopes,1
Intelligence Gathering,1
Metaphor Use,1
Knowledge Transfer,1
Contexts,1
Tacit Knowledge,1
Dynamic Taxonomies,1
the Environmental,1
Climate,1
Change Sciences,1
Legal Practice,1
Taxonomies,1
Practice-Based Knowledge,1
Motivation,1
Knowledge Patterns,1
Corporate,1
External Knowledge,1
Virtue-Nets,1
Data Semantics,1
Social Software,1
Intellectual Capital,1
Computational Experimentation,1
Corporate Universities,1
Factors,1
Musical,1
Pattern Management,1
Governance,1
Mathematical,1
Learning Networks,1
Service-Oriented Architectures,1
Representation Languages,1
Anti-Foundational,1
Bases,1
Help Desk,1
Competitive Advantage,1
Formal,1
Emergent Standards,1
KM,1
Mining Techniques,1
Intranet,1
Creation,1
Human Capital,1
Knowledge Creation,1
Cycle,1
Workflow,1
Extracting Knowledge,1
Mobile Technology,1
Knowledge Synthesis,1
Safety-Critical Systems,1
Reuse,1
Evidence-Based Best,1
Practices Collections,1
Business Decision,1
Group Knowledge,1
Postmortem Reviews,1
Knowledge Assets,1
Knowledge Workers,1
Maturity,1
Knowledge Integration,1
Strategic Alliances,1
Virtual Networks,1
Organizational Memory,1
the Military,1
Incentive Structures,1
Emotional Capital,1
Organisational KM,1
Organizational Learning,1
Codification,1
ICT Use,1
Business Networks,1
Organizational Needs,1
Itemset Mining,1
Association Rules,1
Small,1
Formation,1
Military,1
Intelligence Work,1
Charities,1
Intermediation,1
Seasonality,1
Residual Life,1
African,1
Population Censuses,1
the Law,1
Validity,1
Simpson 's,1
Semiparametric,1
Statistical Data,1
Recent Developments,1
Generalized Quasi-Likelihood,1
GQL,1
Intervention Analysis,1
Jackknife,1
Financial Engineering,1
Drawbacks,1
Improvements,1
Economic Progress,1
Business Statistics,1
Weibull,1
Simple,1
Random Sample,1
Multicollinearity,1
Correspondence,1
International Encyclopedia,1
Statistical Science,1
Graphical Markov,1
Misconceptions,1
Questionnaire,1
Nonparametric Rank,1
Degradation Models,1
Heavy-Tailed Distributions,1
Actuarial Methods,1
Hypergeometric Distribution,1
Kurtosis,1
Case-Control Studies,1
Survival Data,1
Anderson-Darling Tests,1
Goodness-of-Fit,1
Omnibus Test,1
Normality,1
Multivariate Techniques,1
Data Quality,1
Poor,1
Quality Data,1
The,1
Insurance,1
Hotelling 's,1
2 Statistic,1
Statistic,1
Weak Convergence,1
Independence,1
Multidimensional Scaling,1
Partition Models,1
Record Statistics,1
Least Squares,1
Structural Equation,1
Advantages,1
Bayesian Structuring,1
Estimating Ranks,1
Cross Classified,1
Semi-Variance,1
Algebraic Statistics,1
Z +,1
Thinning,1
Dependence,1
Environmental Monitoring,1
Finite Populations,1
Public Opinion,1
Polls,1
Sufficiency,1
Six Sigma,1
Statistical Signal,1
Covariance,1
Weighted,1
Nonparametric Models,1
Consulting,1
An Outline,1
False,1
Discovery Rate,1
Statistical Testimony,1
Uniform Distribution,1
Exact Inference,1
Sturges ',1
Scott 's,1
Philosophy,1
Simes ',1
General Linear,1
Derivation,1
Refinements,1
Dispersion,1
Significance Testing,1
Distribution Functions,1
Computational Statistics,1
Missing Data,1
Transport Processes,1
Online Statistics,1
Observations,1
RankedSet Sampling,1
Federal Statistics,1
Some Challenges,1
Nonparametric Estimation,1
Incomplete Observations,1
Learning Statistics,1
Exponential Family,1
A Pattern,1
Sequential Ranks,1
Asymptotic,1
Some Aspects,1
Public Interest,1
Financial,1
Return Distributions,1
Statistical Modeling,1
Financial Markets,1
Canonical Correlation,1
Nonlinear Models,1
Marginal Probability,1
Its Use,1
Model Evidence,1
Variance Model,1
Effects,1
Assumptions Underlying,1
Strong Approximations,1
Chi-Square Test,1
Contingency Tables,1
FBST,1
A Defense,1
Bayesian Analysis,1
Homogeneity,1
Univariate,1
Rao Inequality,1
Limit Theorems,1
Sensometrics,1
Statistical Pattern,1
Recognition Principles,1
Error Models,1
Ridge,1
Surrogate,1
Regressions,1
Edgeworth,1
Expansion,1
Cook 's,1
Poisson Processes,1
Multivariate Outliers,1
Conditional Expectation,1
Diversity,1
Generalized Linear,1
Surface Methodology,1
Sampling,1
Sufficient Statistics,1
Boxplots,1
Randomness,1
Multivariate Analysis,1
MANOVA,1
Misconceptons,1
the Relationship,1
Categorical Variables,1
Business Cycles,1
Probability Distributions,1
Bayesian Approach,1
Contagious Distributions,1
Normal Distributions,1
Developing,1
Glivenko-Cantelli Theorems,1
Multicriteria Decision,1
Psychological,1
First-Hitting-Time,1
Threshold Regression,1
Paradoxes,1
Pharmaceutical Statistics,1
Bioequivalence,1
Marine Research,1
Normality Tests,1
Power Comparison,1
Global Warming,1
Random Coefficient,1
Demography,1
Permanents,1
Size,1
Martingales,1
Uniform Random,1
Number Generators,1
Confounding,1
Confounder Control,1
Eigenvalue,1
Box-Cox,1
Markov Processes,1
Jump,1
Regression Analysis,1
Unbiased Estimators,1
ocirc,1
Integral,1
Biological Interaction,1
Econometric Estimators,1
CausalEffects,1
Market Research,1
Moment,1
Generating Function,1
Incomplete Data,1
Testing Exponentiality,1
Non-uniform,1
Mood,1
Statistical Literacy,1
Thinking,1
Target Estimation,1
Parametric Estimation,1
Statistical Software,1
Combining of,1
Combining,1
Probabilistic Network,1
Exchangeability,1
Medicines,1
Large Numbers,1
Saddlepoint Approximations,1
Comparability,1
Residuals,1
Kendall 's,1
Tau,1
Comparison Studies,1
Census,1
Khmaladze,1
Diagnostics,1
ARIMA Processes,1
Instrumental Variables,1
Psychology,1
Box-Jenkins,1
Web Surveys,1
Non-Precise Data,1
Likelihood,1
Spatial Point,1
Bayesian Reliability,1
Relationships,1
Biostatistics,1
Multivariate Reduced-Rank,1
Demographic Analysis,1
Statistical Publications,1
Large Deviations,1
ROC Curves,1
Bartlett,1
Bartlett-Type Corrections,1
Epidemiology,1
Functional Derivatives,1
Asymptotics,1
Controversies,1
Population Projections,1
Optimal Designs,1
Slopes,1
Sampling Problems,1
Complier-Average Causal,1
CACE,1
Superpopulation Models,1
Survey Sampling,1
Weighted U,1
Statistical Aspects,1
Hurricane Modeling,1
Small Area,1
Genetics,1
Equivalence,1
Averages,1
Continuity,1
Correction,1
Beta,1
Proportions,1
Comparisons,1
Exploratory Data,1
Divisible Statistics,1
Statistical View,1
Incomplete Block,1
Nonsampling Errors,1
Geostatistics,1
Kriging Predictors,1
Estimation Problems,1
Random Fields,1
Quantitative Risk,1
Statistical Approaches,1
Protecting Confidentiality,1
Ecology,1
Tourism Statistics,1
Normal Scores,1
Erlang 's,1
Formulas,1
Location-Scale Distributions,1
Multivariable,1
Rise,1
Five-Number Summaries,1
Ranked Lists,1
Meta-Analysis,1
Densities,1
Sufficient Estimators,1
Telephone Sampling,1
Frames,1
Selection Techniques,1
Uniform,1
Bayes Procedures,1
Model Structures,1
Non-Elliptical Posteriors,1
Rank Transformations,1
Kappa Coefficient,1
Adaptive Methods,1
Increasing Numbers,1
Unknown Parameters,1
Imputation,1
Order k.,1
Psychological Research,1
Ratio Model,1
Nonparametric Density,1
Prior Bayes,1
Rubin 's,1
Optimum,1
Discrete Distributions,1
Bootstrap Asymptotics,1
Quantum Systems,1
Forensic DNA,1
Bivariate Distributions,1
Empirical Processes,1
Statistical Perspective,1
Factorial Experiments,1
Borel-Cantelli Lemma,1
Its Generalizations,1
Identifiability,1
Monte Carlo,1
Social Statistics,1
Other Methods,1
Misuse,1
Forecasting Methods,1
Banking,1
Nelder 's,1
Total Survey,1
Spatial Statistics,1
Stem-and-Leaf,1
Plot,1
Posterior Consistency,1
Bayesian Nonparametrics,1
Robust,1
Influential Observations,1
Careers,1
Normal Family,1
Count Data,1
Fisher,1
Exact Test,1
Vector Autoregressive,1
Generalizations,1
Statistical Design,1
DOE,1
Biopharmaceutical Research,1
Philosophical Foundations,1
Bayesian P-Values,1
Optimal Regression,1
Variance Components,1
Heteroscedasticity,1
Fit,1
Multi-Party Inference,1
Uncongeniality,1
Stopping Rules,1
Eurostat,1
Chebyshev 's,1
Medical Statistics,1
Powerful Test,1
Spreadsheets,1
First Exit,1
Time Problem,1
Graphical Analysis,1
Robust Statistics,1
Intraclass,1
Correlation Coefficient,1
Sociology,1
Probit,1
Collapsibility,1
Hazard,1
Composite Indicators,1
Repeated Measures,1
Bayesian Semiparametric,1
Absolute Penalty,1
Bartlett 's,1
Astrostatistics,1
Symmetrical Errors,1
Characteristic Functions,1
Model-Based Geostatistics,1
Generalized Rayleigh,1
Sign,1
Pattern Recognition,1
Aspects of,1
Aspects,1
Skew-Symmetric Families,1
Association Measures,1
Medical Research,1
Skewness,1
Moderate Deviations,1
Economic Statistics,1
A Critique,1
SIPOC,1
COPIS,1
Business Flow,1
Confidence,1
Interval,1
Median Filters,1
Linear Models,1
yacute,1
m Theorem,1
Dickey-Fuller,1
Statistical Forecasting,1
Association,1
Bootstrap,1
Cornish-Fisher,1
Expansions,1
Size Determination,1
Survey Methods,1
Diffusions,1
Event,1
History Analysis,1
Moments Estimation,1
Quality Control,1
Sex Ratio,1
Birth,1
Events,1
Linear Mixed,1
the Teaching,1
Information Fusion,1
Aggregation Operators,1
Information Extraction,1
Geometric Methods,1
Feature Extraction,1
Dimensional Reduction,1
Tour,1
Rare Cases,1
Biological Databases,1
Granular Computing,1
Organizational Data,1
Pattern Clustering,1
Wavelet Methods,1
Ensemble Methods,1
Imbalanced Datasets,1
Interestingness Measures,1
Interesting,1
Decomposition Methods,1
High-Dimensional Data,1
Constraint-based Data,1
Multi-label Data,1
Meta-Learning,1
High-Performance KDD,1
Target Marketing,1
Visual Analysis,1
Fractal Geometry,1
Outlier,1
Data Cleansing,1
A Prelude,1
A survey,1
Clustering Algorithms,1
Logics,1
Discovery Handbook,1
2nd ed,1
Fractal Mining,1
Ambient Intelligence,1
Fuzzy Similarity,1
Data Classification,1
State-of-the-Art,1
TS Algorithms,1
Uncertainties,1
Harmony,1
E-Commerce II,1
Neuro-Fuzzy Systems,1
Active Learning,1
Emerging Applications,1
Class Prediction,1
Chaotic,1
Multilogistic Regression,1
Product Units,1
Cancer Databases,1
Hybrid Spaces,1
Bioinformatics I.,1
Reflection,1
Submerged Breakwaters,1
Vision Systems,1
ANN Development,1
EC Tools,1
Multiple Solutions,1
Multimodal Problems,1
Morphological Filtering,1
Optimization Modeling,1
ANNs Design,1
Ranking Functions,1
Multi-Objective,1
SVM Classifiers,1
Clustering Algorithm,1
Arbitrary Data,1
Particle Swarm,1
Biomedical Imaging,1
Nonlinear Techniques,1
Signals Characterization,1
Continuous ACO,1
Adaptive Technology,1
Learning Design,1
Parsing,1
Classifiers,1
Learning Mixture-of-Experts,1
Statistical Simulations,1
Perceptron-Based Adders,1
The Dempster-Shafer,1
Localization Part,1
EC Techniques,1
GPUs,1
Planning Agent,1
Geriatric Residences,1
Management Tools,1
NeuroGlial Networks,1
Behaviour-Based Clustering,1
Automatic Classification,1
Multi-Objective Training,1
Data I.,1
Neural Nets,1
Statistical Mechanics,1
Many-Valued Logic,1
Swarm Robotics,1
Microarrays,1
Thermal Design,1
Energy,1
Active Models,1
Robots,1
Manufactures II,1
Conditional Hazard,1
E-Note-Taking,1
Biological Methods,1
Differential Evolution,1
Self-Adaptation,1
Agent-Based Systems,1
Fuzzy Decision,1
Mappings,1
Cooling Schedules,1
Fuzzy Rule,1
Information Retrieval,1
Warehousing Development,1
Design Methodologies,1
ICA,1
Formulae,1
Teaching Machines,1
Names,1
Stationary Density,1
FPGA Implementation,1
Manufactures I.,1
2D-PAGE Analysis,1
3 Volumes,1
Alignment Overview,1
Constraint Reasoning,1
Different Approaches,1
Cooperation,1
Intelligent Classifier,1
Atrial Fibrillation,1
ECG,1
Symbol Grounding,1
Equilibria,1
Genetic Operators,1
Full-Text,1
Many-Objective Evolutionary,1
Optimisation,1
Angiographic Images,1
Segmentation Techniques,1
Image Restoration,1
Intuitionistic Fuzzy,1
Intelligent Radar,1
Detectors,1
Evolving Graphs,1
Computer Morphogenesis,1
Self-Organizing Structures,1
Automated Cryptanalysis,1
Classical Ciphers,1
HCI Applications,1
New Technologies,1
Information Problems,1
Automated Negotiations,1
PET,1
MLP Learning,1
Speech-Based,1
Sequence Processing,1
Discredibility Detection,1
Intelligent MAS,1
Commonsense Knowledge,1
Representation I.,1
Cancer Data,1
Analyzing Cognition,1
Compositional Structure,1
Variable Selection,1
A Roadmap,1
Updates,1
Focus,1
Autonomous Vehicles,1
Alignment Techniques,1
Dissimilarity Data,1
Configuration,1
Synthetic Neuron,1
Implementations,1
Fundamental Concepts,1
Critical Issues,1
Information Processing,1
Fuzzy Approximation,1
DES State,1
AI Methods,1
Microarray Data,1
Prototype,1
Mapping Ontologies,1
Utilising,1
Intelligent Traffic,1
Sign Classifiers,1
Learning-Based,1
Developmental Robotics,1
Non-Cooperative Games,1
Dynamic Appraisal,1
Adaptive Algorithms,1
RBF Networks,1
ANN Application,1
the Field,1
Structural Concrete,1
Non-Rigid Objects,1
Workflow Management,1
Subjective Criteria,1
Corpus Validation,1
E-Commerce I.,1
Bioinformatics II,1
SAMIDI,1
NLP Techniques,1
MREM,1
Solar,1
Hybrid Meta-Heuristics,1
Dynamic Scheduling,1
Disk-Based,1
Writer 's,1
Fuzzy Graphs,1
Fuzzy Hypergraphs,1
Neural Network-Based,1
An AI,1
Pharmacokinetics,1
A Marketing,1
Ports,1
Coasts Engineering,1
Managing Uncertainties,1
Neural/Fuzzy Computing,1
Lattice Theory,1
TTS Synthesis,1
Causes,1
Characteristics,1
Countermeasures,1
Real-Time Scheduling,1
Usage Protocols,1
Terminology,1
Energy Constraints,1
Stochastic Scheduling,1
A Tale,1
Types Of,1
Memberships,1
Cuttings,1
A Scheme,1
Nomadic Hosts,1
Energy Minimization,1
Energy-Efficient Medium,1
Parallel Scheduling,1
Early Completion,1
Structured Development,1
Succinct Representation,1
The Well-Separated,1
Pair Decomposition,1
Direct Effects,1
Model-Based Design,1
Basic Methodologies,1
Global Placement,1
Ultra,1
Fast Computer,1
Basic Elements,1
Micropayment Systems,1
Real-Time Messages,1
Concurrent Data,1
Scalability,1
New,1
Performance Guarantees,1
Software-Based Self-Testing,1
SoC Design,1
Real-Time Synchronization,1
QoS Enhancements,1
IEEE 802.11,1
Interaction Modeling,1
That Attitude,1
Maximal Independent,1
Maximal Matching,1
Deep Packet,1
Middleware Support,1
Autonomous Cellphones,1
Wireless Sensor,1
OGDF,1
3D Triangulations,1
Internet-Based Games,1
Greedy Algorithms,1
Rip-Up,1
Multidimensional Packing,1
Timing-Driven Interconnect,1
ISAM ,,1
Human Implications,1
Public-Key Cryptography,1
Sequence Alignment,1
Algebraic Realizations,1
DL Systems,1
Inclusive Design,1
The Handbook,1
Security Considerations,1
Distributed Computing,1
Cache Management,1
Speed,1
Scaling,1
Integrated Profiling,1
Terminals,1
Provisioning Environments,1
Pervasive Application,1
an Effective,1
PCS Networks,1
Real-Time Data,1
Considerations,1
Outsourcing Security,1
Microarray Analysis,1
The Dynamics,1
Analogy-Making,1
Fair Scheduling,1
Energy-Efficient Scheduling,1
Software Support,1
Geometric Networks,1
Embedded Multiprocessors,1
Basic,1
Algorithmic Techniques,1
Two Volume,1
Motor,1
Impairments,1
Sensitivity Analysis,1
Proximity Drawings,1
Digital Government,1
Inductance Effects,1
Global Nets,1
The Languages,1
Communications Applications,1
Opportunistic Computing,1
Peer-to-Peer Computing,1
Incremental Construction,1
Finite-State Automata,1
Manufacturing Systems,1
Brain-Body Interfaces,1
Power-Aware Middleware,1
Special Curves,1
HPC Workloads,1
Unmanaged Systems,1
Enhancing,1
Multilevel Techniques,1
Parallel Data,1
Mining Algorithms,1
Service Routing,1
Independent,1
Ontology-Based Simulation,1
the Enterprise,1
the Number,1
Tardy Jobs,1
Runtime Systems,1
QoS Support,1
Blind Students,1
Local,1
TotalWeighted Error,1
Energy-Adaptive,1
Dialogue Interfaces,1
Circular Drawing,1
Continuity Planning,1
Varieties,1
Special Fields,1
Geographic Services,1
Social Impact,1
Age-Related Differences,1
Collaborative Computation,1
Code Development,1
High-Performance Applications,1
Power-Efficient Architectures,1
Real-Time Programming,1
Robust Estimation,1
Topic Summaries,1
Sign Language,1
the Interface,1
JavaEE Clusters,1
Priority,1
Background Subtraction,1
Visual Surveillance,1
Avatar Control,1
Contingency Planning,1
Paradigm,1
A Matter,1
Interrupts,1
Finger,1
Hypergraph,1
Reconfigurable Computing,1
Optical Buses,1
Dynamic Adaptation,1
HPC,1
Technological Considerations,1
Real Does,1
Systemic Matters,1
Thermal,1
Data Placement,1
Digital Reputation,1
Virtual Communities,1
Secure Web,1
Public Terminals,1
Medical Imaging,1
Diagnosis,1
LP,1
Invalidation,1
Execution Times,1
Balanced Binary,1
Usability Engineering,1
Practical Approximations,1
Steiner Trees,1
User Requirements,1
Elicitation,1
Semantic Aspects,1
Model-Based Tools,1
Multi-Core Systems,1
Minimum-Edge Length,1
Rectangular Partitions,1
New Trends,1
Sensory Impairments,1
Body Motion,1
the Development,1
Parallel Hybrid,1
Multiobjective Metaheuristics,1
P2P Systems,1
Multithreaded Algorithms,1
Combinatorial Problems,1
Olfactory Interfaces,1
Mathematics,1
Generalized Buffer,1
Insertion,1
User Behavior,1
Resource Constraints,1
Discriminative Training,1
Sonification,1
Structure Visualization,1
The Five,1
Cross-Layer Optimization,1
Online Marketplaces,1
Content-Based Publish-Subscribe,1
Trade-Offs,1
Security Rule,1
Technology Management,1
Acceptance,1
Unified Design,1
the Selection,1
Conversational Agents,1
Simulation Interconnection,1
Non-Repudiation,1
E-Learning Technology,1
Improving Business,1
Lifelong Learning,1
Cyber-Crime,1
Floorplans,1
Recursive Greedy,1
Interface Agents,1
Experiential,1
STEM,1
the Response,1
DEVS Formalism,1
Discrete-Event Systems,1
PQ Trees,1
PC Trees,1
Multimedia Workload,1
Congestion,1
Scheduling Data,1
Broadcasts,1
Energy Awareness,1
BlueTool,1
Dimensions,1
User Diversity,1
Biomimetic Models,1
Dynamic Modeling,1
Management Science,1
Combinatorial Designs,1
Semistructured Data,1
Energy-Aware Scheduling,1
Data Replication,1
the Importance,1
Bluetooth Networks,1
Satisfiability Problems,1
Practical Attacks,1
Smart Cards,1
Security Architectures,1
Reconfigurable Computers,1
Scheduling Faculty,1
Embedding Mobility,1
Sixth Edition,1
Fast Arithmetic,1
Wireless Computing,1
Web Usage,1
Prize-Collecting,1
Salesman,1
Contention Control,1
USB 1,1
Prospectus,1
Constraint Programming,1
Conceptual Learning,1
A Guide,1
The Case,1
Delays,1
Stochastic Analysis,1
Force-Directed,1
Product Liability,1
Diagnostic Error,1
Power Aware,1
Effective 3D,1
Interaction Techniques,1
Algorithmic Aspects,1
Energy-Efficient Computing,1
Transitional Issues,1
Queueing System,1
Distributed Applications,1
Modular Testing,1
Built-In Self-Test,1
Embedded Cores,1
Formalisms,1
Context Middleware,1
Insertion Basics,1
the Border,1
Today,1
Image Analysis,1
Cultural Training,1
Past,1
Floorplan Representation,1
VLSI,1
Online Dictionary,1
Hardness,1
Cognitive Aspects,1
Algorithmic Game,1
Human-Robot Communication,1
Greedy Methods,1
Self-Organization Algorithms,1
Video Summarization,1
Continuous Services,1
Roaming Clients,1
Asymptotic Polynomial-Time,1
Coupling,1
Mathematical Countermeasures,1
Side-Channel Attacks,1
The Master-Slave,1
Scheduling Model,1
Cluster-Based,1
Power-Aware Routing,1
Elimination Structures,1
Scientific Computing,1
ISPs,1
Denial-of-Service Attacks,1
Auditory Displays,1
Metacomputing,1
Grid Frameworks,1
Evolutive Algorithms,1
Finite Elements,1
Presence,1
Holistic Experience,1
Belgian Hospitals,1
Augmented Cognition,1
Heaps,1
Thermal Management,1
Energy-Aware Computation,1
Communications Optimization,1
Computing Clusters,1
Voting,1
Sniffers,1
Network Monitors,1
Team Training,1
Your Employees,1
Potential Fraud,1
Classical Planning,1
Hybrid Networks,1
Bits,1
Bytes,1
Boardroom,1
the Sploit,1
Ant Colonies,1
E-Cash,1
Wavelets,1
a Graph,1
Energy Harvesting,1
Simultaneous Embedding,1
Strings,1
Blind Detection,1
Steganographic Content,1
Digital Images,1
RFID Security,1
Tool Environments,1
Power Consumption,1
Computational Performance,1
Spatio-Temporal,1
Connectionist Networks,1
Rectangular Drawing,1
Developments,1
Queueing Networks,1
Tractable Solutions,1
Yield,1
Entertainment Applications,1
Multicast Congestion,1
Ring Networks,1
Cybertherapy,1
Cyberpsychology,1
Mental Health,1
Your,1
Business Partners,1
Proxy-Based Adaptation,1
Workstations,1
Measuring ROI,1
Wireless Technologies,1
Theoretical Computer,1
Web Semantics,1
Message Dissemination,1
An Examination,1
Web Servers,1
Enterprise Applications,1
Geometric Graphs,1
Intelligent Sensors,1
Energy-Aware Networks,1
Agent-Oriented Modeling,1
Java Security,1
Approximation Algorithm,1
Multiobjective Problems,1
Three-Dimensional Drawings,1
Radius,1
Tacacs,1
Diameter,1
Blended Threat,1
Factorization,1
Wireless Security,1
Entertainment,1
Learning Difficulties,1
Discrete Logarithms,1
QoS Provisioning,1
Autonomous Agents,1
Flexible Resources,1
Biographies,1
Advanced XML,1
Heterogeneous Clusters,1
Parallel Computing,1
Interval Partitioning,1
Topology Control,1
Managing Security,1
the Standards,1
XML Core,1
log n,1
Rank Data,1
eAccessibility,1
Contributions,1
Computational Systems,1
Facility Dispersion,1
Automatic Hierarchical,1
Windows Applications,1
Online Computation,1
Large Networks,1
Languages for,1
Distributed Real-Time,1
Green TCAM-Based,1
Internet Routers,1
The Foundations,1
Autonomic Computing,1
Speech Input,1
Seamless Connectivity,1
Infrastructure-Based Networks,1
Localized Broadcasting,1
Neighbor Designation,1
Variable-Sized Bin,1
Bin Covering,1
Schedulability Analysis,1
FG,1
the Effect,1
Latency,1
Volcano,1
Enabling Correctness,1
Fundamental Algorithms,1
Tabu,1
Stochastic Blockmodels,1
Vehicle Scheduling,1
In-Vehicle,1
Electronic Systems,1
Reducibility,1
Scheduling Classes,1
Best Practice,1
GDToolkit,1
Immersive Visualization,1
Interpretability,1
Trajectory Models,1
Web Crawling,1
Geometrical Spanner,1
Dynamic Simulation,1
A Categorization,1
Basic Structures,1
Mobile Units,1
Political Ideology,1
a Grid,1
Ordinary,1
LEDA,1
a Platform,1
Combinatorial,1
Geometric Computing,1
CMP,1
Symmetric Graph,1
Drawing,1
Generic Algorithms,1
Biology-Derived Algorithms,1
Engineering Optimization,1
Safer Deployment,1
Fibonacci,1
Pairing Heaps,1
Population,1
Reflective,1
Reductions,1
That,1
Approximability,1
Planar Orthogonal,1
Discrete-Event Simulation,1
Continuous Systems,1
Software Requirements,1
Layout,1
Contributors,1
Statecharts,1
Wire,1
Sizing,1
Online Reputation,1
Branch,1
Power-Efficient Strategies,1
Storage Systems,1
Online Communities,1
Older People,1
External Memory,1
Weil Descent,1
Process-Algebraic Analysis,1
Schedulability Properties,1
A QoS,1
Technical Solutions,1
Mobile Commerce,1
Building Management,1
Security Council,1
Website Performance,1
Accreditation Methodology,1
Machine Scheduling,1
Availability Constraints,1
Insecurity,1
Proxy,1
Utilities,1
Partitioning-Based Methods,1
Illusory Self-Motion,1
Cross-Layer Algorithms,1
Processor Optimization,1
State-of-the-Art SoC,1
Communication Architectures,1
Multiple-Valued Circuits,1
Discriminative Mixed,1
Virtual Worlds,1
Modeling Causality,1
Driver Scheduling,1
Organizing,1
Success,1
Assessing Security,1
Sphere,1
Medical Applications,1
Empirical Analysis,1
Randomized Algorithms,1
Application Models,1
Architecture Place,1
Route,1
Malleable Tasks,1
Human Interaction,1
Organizational Systems,1
Voice-over-IP Systems,1
Data Analytics,1
Vision-Based,1
PIGALE,1
Computational Lithography,1
Wearable Computing,1
Traversal,1
Location Awareness,1
Markup Languages,1
Matrix Multiplication,1
Distributed Memory,1
Interconnect Planning,1
Fair,1
R-trees,1
Branch-and-Bound Algorithms,1
TotalWeighted Tardiness,1
Reflections,1
Database Integrity,1
Dynamic Haptic,1
Implications,1
JDSL,1
Fault-Tolerant Services,1
Safe In-Car,1
Stack-Based Buffer,1
Overflows,1
C++,1
QoS Scheduling,1
Topology Inference,1
a Framework,1
Cohomological Background,1
Top Management,1
Support Essential,1
DDoS Attacks,1
Network-on-Chip Design,1
Gigascale Systems-on-Chip,1
Designing Universally,1
Accessible Games,1
The Web,1
Practical Algorithms,1
Two-Dimensional Packing,1
Basic Data,1
Kinetic Data,1
XML Processing,1
Modular Hierarchies,1
Models for,1
A Network,1
Large Environments,1
Proprioceptive Adaptation,1
Aftereffects,1
Life Cycle,1
Temporal Control,1
Location-Based Service,1
Differentiation,1
Web Caching,1
Quasi-Static Scheduling,1
Concurrent Specifications,1
VPN Deployment,1
Spatio-Temporal Data,1
Finite Field,1
Dynamic Networks,1
Belts,1
Suspenders,1
Analysis of,1
Software Systems,1
SoC,1
Formulation,1
Maze Routing,1
Scheduling Problems,1
Business Continuity,1
Industries,1
Cryptographic Transitions,1
The Evaluation,1
Usability,1
Differential Ratio,1
Context-Aware Applications,1
Clock,1
Network Design,1
PDEs,1
