phrase,wiki_score
wireless multicast,0.6
site characterization,0.0
vaught 's,0.0
conditional lstm,0.95
system design,0.35
knowledge-based systems,0.85
energy-efficient computing,0.5
frequency-domain,0.4
networks dnn,0.6
fine-grained,0.4
key components,0.3
privacy governance,0.55
projektmanagement,0.3
connectome project,0.3
cliques problem,0.7
2.0 technologies,0.25
storage systems,0.3
convexity,0.3
their applications,0.5
optimization problems,0.95
solution,0.1
morphological filtering,0.65
ccedil,0.1
new technologies,0.05
geometric transversals,0.15
markov,0.6
vhdl,0.7
blockchains,0.5
atanassov 's,0.1
model checking,0.7
virtualization,0.5
hetnets,0.3
voice communications,0.1
obdd,0.4
log n,0.5
cortical maps,0.05
language processing,0.75
complexities,0.6
integrity,0.2
2d-page analysis,0.6
game cinematics,0.7
stuf ',0.0
new,0.0
ultrafilters,0.0
metadata,0.6
coefficient,0.2
computational geometry,0.75
meg,0.0
mec,0.0
the optimality,0.5
invalidation,0.2
refinement,0.4
biconcave,0.05
q10,0.15
propagation characteristics,0.05
active,0.2
real-time scheduling,0.5
real-time maude,0.1
a counterexample,0.2
application security,1.0
slow oscillations,0.15
economics,0.0
large databases,0.45
cbir,0.5
employee identification,0.25
neural systems,0.5
multivariate techniques,0.25
a study,0.0
schur,0.0
moocs,0.3
ndvis-neuro,0.0
mobility,0.05
learning entities,0.5
engineering systems,0.1
semantische relation,0.05
game-tree,0.6
obdd-minimization,0.15
table querying,0.75
auto encoders,0.85
anwendungen,0.2
overhead,0.15
history of,0.0
lwa,0.0
type,0.3
bluesnarfing,0.25
general overview,0.15
sram-based fpgas,0.4
a note,0.0
polyinstantiation,0.1
adware,0.95
security readiness,0.2
pre-processing,0.5
a look,0.1
cost-sensitive,0.3
draft report,0.05
solitaire,0.4
alzheimer 's,0.0
context-dependent processing,0.2
root,0.15
potential fraud,0.1
historical perspectives,0.0
high-efficiency,0.3
dividers,0.05
enabling correctness,0.3
implementations,0.55
object management,0.65
degenerate,0.0
probabilistic systems,0.5
digital images,0.65
optimization technique,0.95
predictors,0.1
ddos attacks,0.8
migraine auras,0.0
multi-path,0.4
answer,0.05
complete graphs,0.65
polytopes,0.0
android smartphones,0.8
functional derivatives,0.2
ray tracing,0.75
oscillators,0.0
goldman-hodgkin-katz equations,0.15
numerical integration,0.65
synchrony,0.0
inactivity,0.1
circular drawing,0.2
substructures,0.2
a simplex,0.3
asynchronous transfer,0.4
moments estimation,0.15
frequent,0.05
conflicting value,0.1
modular hierarchies,0.45
operations,0.15
network security,0.9
pancyclicity,0.7
still images,0.4
compression technique,0.6
medizinische bildverarbeitung,0.0
evolvability,0.1
eavesdropping,0.3
2nd ed,0.0
hypergeometric distribution,0.0
source brain,0.15
non-convex,0.3
exploit knowledge,0.55
sigplan,0.9
personal,0.15
image tagging,0.8
betweenness centrality,0.9
neural network models,0.9
statistical software,0.65
harmonics,0.0
personas,0.7
erlang,0.5
cognitive disabilities,0.05
no-waiting stations,0.05
combination,0.0
therapy,0.0
multiuser mimo,0.5
multiparty computation,0.85
worldwide interoperability,0.35
singularity,0.2
the capabilities,0.15
manufactures ii,0.05
latent task,0.7
mean,0.05
privacy breaches,0.7
school education,0.0
philosophical foundations,0.0
neue ergebnisse,0.0
olfaction,0.0
conductance,0.1
clauses,0.05
neural language,0.75
conjectures,0.0
team training,0.05
networked,0.2
gromacs,0.4
content,0.45
linear,0.25
on-chip interconnects,0.4
u.s.,0.0
memory policy,0.6
obdd-representations,0.2
logic properties,0.5
specify subroutine,0.55
rubin 's,0.05
brushless,0.0
mapa/g/k,0.0
inclusive design,0.4
logging,0.15
deep learning images,1.0
messages,0.35
candidate solutions,0.9
isi,0.0
conditional language models,0.65
iso,0.25
dynamic adaptation,0.45
separation algorithms,0.8
nsga-ii,0.7
honeypots,0.35
cache management,0.65
oracles,0.5
voice-over-ip,0.4
bartlett,0.0
burn-in,0.0
plurality,0.0
anwendung,0.2
neural network-based,0.95
retinotopic development,0.05
survivability,0.2
recurrent networks,0.95
ai tasks,0.9
two-way relaying,0.1
zeros,0.1
2.0 security,0.7
convergence results,0.25
second edition,0.25
resource management,0.15
direct,0.05
tokens,0.6
multivariate outliers,0.25
biometric passport,0.1
secondary worlds,0.0
dissipativity,0.0
robot-assisted medical,0.6
the centroid,0.3
finitely,0.3
distance,0.4
networks require,0.65
bits,0.35
older,0.0
imputation,0.0
connectionism,0.4
network regularizer,0.85
synaptic dynamics,0.2
enabler,0.1
self driving,0.8
memory cell,0.55
brain imaging,0.05
remanufacturing,0.0
mnist compared,0.7
co-evolution,0.0
unicast,0.4
diversity-multiplexing tradeoff,0.5
embedded multiprocessors,0.95
some aspects,0.0
function fields,0.15
nonlinear programming,0.85
portable computing,0.75
modern signal processing,0.75
reactivity,0.1
virtual connections,0.55
octrees,0.95
functional neuroscience,0.1
appendices,0.0
terrorist networks,0.2
kinetic data,0.8
inconsistency,0.0
cache invalidation,0.85
dom,0.1
query algebra,0.65
doa,0.1
dod,0.05
doe,0.0
points,0.0
vanets,0.4
dynamic taxonomies,0.55
rayleigh,0.0
hydraulic engineering,0.0
speedup,0.9
waveforms,0.0
neuromorphic engineering,0.65
lstm,0.9
downscaling,0.2
trade-off,0.1
svms,0.7
quantitative analysen,0.0
case study,0.1
a poset,0.0
delta rhythms,0.0
a pmsm,0.0
topic models,0.55
students ',0.0
cortical devices,0.3
the lasso,0.2
size determination,0.05
mobile computers,0.75
product portfolios,0.05
worldwide users,0.65
stochastic local,0.35
the state,0.0
gradient descent,0.95
architecture,0.35
pushdown automata,1.0
\ infty,0.2
reference,0.15
testing,0.45
emergent,0.4
rare cases,0.05
interruptions,0.2
unsplittable flow,0.05
language model,1.0
artificial,0.2
fiber-optic communication,0.2
$ ^,0.0
sorts,0.4
$ \,0.0
hilbert 's,0.3
galerkin,0.4
$ $,0.0
triples,0.2
the compilation,0.35
$ -,0.0
relations stored,0.35
social tagging,0.55
ethnography,0.0
modeling,0.45
maneuvers,0.0
estream,0.7
reformulations,0.1
dreiwertigen theorembeweisers,0.0
uncertainty,0.2
sequence sorting,0.8
und,0.05
chernoff,0.0
urls,0.5
social communities,0.15
steganographic content,0.7
version 3.3,0.6
sponsoring organizations,0.05
codecs,0.6
resistivity,0.1
brainstem motoneurons,0.0
practical attacks,0.8
tcp/ip,0.3
nonlinear dynamics,0.25
virtual reality,0.95
cuttings,0.0
mqpkc,0.0
networks can,0.6
basic,0.3
algebras,0.0
rayleigh fading,0.0
scale-space,1.0
indeterminacy,0.2
untersuchung,0.05
locations,0.05
inheritance implemented,0.7
canceller,0.0
standards perspective,0.05
olfactory computation,0.1
manifolds,0.2
occam,0.5
qualitative analysis,0.0
a pattern,0.75
von wegbeschreibungen,0.0
study,0.0
recurrent network,0.9
sed-ml,0.4
private information,0.45
reproducibility,0.1
exact analysis,0.5
it,0.1
ii,0.2
fast generation,0.2
counterexamples,0.1
internet applications,0.8
ic,0.1
uniform random,0.5
mouse,0.15
antiage,0.0
implicit key,0.45
computer graphics,0.9
emergent standards,0.15
isomorphisms,0.1
biometric social,0.55
network functions,0.65
description languages,0.75
z-numbers,0.0
legal requirements,0.1
stochastic optimization processes,0.75
percolation,0.4
machining lines,0.05
durational,0.05
language teaching,0.0
i.,0.0
uncongeniality,0.05
2000-2016,0.1
2000-2015,0.0
biometric technology,0.8
programs,0.65
elementary geometry,0.0
image analysis,0.65
proximal methods,0.3
hydration,0.0
brain-body interfaces,0.4
paradigm,0.25
a roadmap,0.2
nets rnns,0.9
protocol,0.5
future trends,0.05
inverse reinforcement,0.7
micro-wires,0.45
human,0.0
surface methodology,0.25
theoretic perspective,0.05
extensionality,0.2
calmodulin,0.0
3d triangulations,0.75
bolero.net,0.05
tuples,0.9
inefficiencies,0.0
predefined classes,0.8
reuse,0.2
model based,0.7
background,0.05
usage protocols,0.45
visual prosthesis,0.05
mobile systems,0.45
standardization,0.05
occlusion,0.1
application domains,0.55
on a,0.0
k stations,0.0
formulas,0.25
the combinatorics,0.0
maxim,0.0
2 volumes,0.1
schwerpunkt,0.1
statistic,0.0
short-term,0.1
broadband internet,0.05
wavelength routing,0.4
weakest preconditions,0.8
notification,0.7
training dataset,0.85
interestingness,0.0
the retina,0.1
multidomain,0.2
videoconferencing,0.4
gmds/gi,0.15
synchronous languages,0.8
learning vector,1.0
data representation,0.5
sift,0.6
teleoperation,0.5
constraint reasoning,0.8
hybrid spaces,0.1
zur,0.0
molecular imaging,0.25
computation resources,0.9
eavesdropper,0.45
wavelets,0.6
subtyping,0.8
quadratic constraints,0.85
anisotropic meshes,0.5
voronoi diagrams,0.65
resistivity/conductivity,0.0
zum,0.0
mathematical,0.2
e-business,0.3
hoc networks,0.3
parsing,0.85
order-sorted predicate,0.6
gamma rhythm,0.15
p-values,0.0
steady-state approximations,0.05
anaphora,0.0
type-ii censoring,0.2
fuzzy techniques,0.7
preemption,0.2
the master-slave,0.15
applets,0.8
offshoring,0.1
mems gyroscope,0.1
corrigenda,0.1
organisational km,0.1
limit theorems,0.05
short notes,0.15
phase transitions,0.05
multiscale,0.4
graphical analysis,0.35
form,0.1
rule-based access,0.85
cyclicity,0.2
failure,0.2
watermarking,0.6
anti-hebbian,0.3
assessment,0.05
human factors,0.2
bounds,0.05
word order,0.0
prioritization,0.4
misconceptons,0.0
polynomial bit-reductions,0.7
finite state,0.9
high-dimensional,0.5
3.0,0.3
random variables,0.05
covert,0.1
many nlp tasks,0.75
regularisation,0.1
graph models,0.8
network architecture,0.7
cx3d,0.1
search space,0.85
epsilon-regularization,0.5
biclustering,0.9
digital,0.25
warehouse,0.05
user click,0.7
structure visualization,0.65
networks cnns,0.55
utilities,0.35
cyber-attacks,0.7
environmental monitoring,0.05
fiat-shamir identification,0.5
isscc,0.3
neuroscience,0.1
expanders,0.1
selecting countermeasures,0.1
cloud computing,0.8
cognitive linguistics,0.1
modals,0.05
localized broadcasting,0.0
meg/eeg,0.15
cancer data,0.0
non-paramonotone operators,0.0
computer go,0.75
nonparametric estimation,0.2
a qqp-minimization,0.0
mils,0.1
milp,0.9
a taxonomy,0.0
client/server,0.95
qos,0.45
primes,0.2
suicide,0.0
multimedia systems,0.35
vestibular prosthesis,0.0
multi-dimensional packet,0.45
elliptic,0.1
stochastic engine,0.55
multi-relational characterization,0.65
cerebellum,0.0
string,0.3
each user,0.85
speech frames,0.55
self-efficacy,0.0
aal markets,0.1
asymptotic optimality,0.6
corporate security,0.05
elan,0.1
visual dialog models,0.75
ml,0.35
perceptual,0.1
a biometric,0.7
shadow shooter,0.7
oscillation,0.1
jacobians,0.2
maximization,0.4
ntrusign,0.6
speech processing,0.5
forensics,0.5
microarray analysis,0.25
talker,0.1
deduplication,0.7
soft computing,0.6
ssim,0.25
landslides,0.0
stopping rules,0.2
model-based,0.7
directional wavelet,0.7
tree structures,0.75
fractional-order,0.0
ein transaktionskonzept,0.0
und unsicherheitsbewertungen,0.0
2d image,0.85
fg-treffen,0.0
congestion,0.15
ip telephony,0.25
tecnalia 's,0.15
software development,1.0
cuckoo,0.1
publish/subscribe communication,0.7
prosthetic vision,0.1
patch management,0.7
multicast,0.45
networks with,0.45
insar,0.0
datenbanksystems,0.0
nonparametric models,0.1
des-x,0.45
tele-task,0.2
mc-cdma,0.2
feature engineering,0.8
multi-robot,0.9
wireless networks,0.3
teaching machines,0.3
projective geometry,0.0
cross-language,0.6
1994 edition,0.0
visit,0.1
dbpedia,0.7
concave minorants,0.0
heuristic methods,0.65
training iterations,0.75
online dictionary,0.2
the robustness,0.5
return distributions,0.1
positional variation,0.05
online chat,0.5
functional programming,0.95
large-scale synchrony,0.25
sender reputation,0.4
fuzzy graphs,0.7
the normalization,0.5
fll,0.15
tracing,0.6
train lstm,1.0
information modeling,0.65
nearest,0.35
portals,0.45
dnn optimization,0.65
permutations,0.3
agent,0.1
signature indices,0.2
maschinelles lernen,0.0
gep,0.1
council,0.0
ti-jpacs,0.0
applications controls,0.55
simulation,0.4
domotics networks,0.6
dissimilarity kernel,0.55
knowledge workers,0.4
regularization,0.3
ping,0.4
trilateration,0.2
computer vision,0.85
nym,0.2
neural approach,0.8
education/learning systems,0.15
document feature,0.6
deforestation,0.0
phased-array antennas,0.05
membership,0.0
sns,0.0
superresolution,0.4
third-party applications,0.85
feedback operators,0.25
a wavelet,0.5
sample quality,0.15
cascade,0.05
jail,0.05
consistency verification,0.5
extended experiments,0.0
longhand,0.0
distributive lattices,0.0
global placement,0.0
overdispersion,0.0
lsb,0.6
iptv,0.0
software support,0.85
lsi,0.5
stability,0.1
lst,0.1
quality control,0.05
algebraic realizations,0.0
the transferability,0.1
pointer,0.1
deterministic annealing,0.8
the regularity,0.1
group,0.0
tukey 's,0.2
interesting,0.0
imbalanced datasets,0.55
contextualization,0.2
tweets,0.3
mail,0.25
level analysis,0.3
word embeddings,0.8
finance,0.05
impulses,0.1
information privacy,0.75
satisfiability problems,0.8
semiotics,0.1
developments,0.1
a 2d,0.4
cognition,0.15
power aware,0.25
port-based modeling,0.45
repositories,0.5
leda,0.0
interconnect planning,0.4
deception detection,0.15
developing countries,0.0
media streaming,0.35
bioinformatics i.,0.45
feature extraction,0.85
compress text,0.6
e-services,0.1
multi classifier models,0.85
summary,0.0
statistical perspective,0.1
malleable tasks,0.05
neural representation,0.65
multiplayer,0.75
data instances,0.7
groupoids,0.0
metamodel,0.6
entitlements,0.0
objectivity,0.1
sensor,0.1
online reinforcement,0.95
bioinformatics ii,0.4
pseudovarieties,0.0
biometric performance,0.7
object-oriented analysis,0.65
mechanisms,0.05
bayes,0.2
cut-and-choose,0.4
wi-fi,0.3
inductive,0.2
networks dnns,0.65
quadrotor,0.1
derivation,0.2
language,0.05
image datasets,0.8
the multiplicity,0.0
headphones,0.05
models for,0.25
internet computing,0.9
probabilistic network,0.45
qos-aware,0.6
visual pattern,0.2
transconductance amplifiers,0.0
experts layer,0.55
proprioceptive adaptation,0.0
landsat 8,0.1
practical pram,0.7
landsat 7,0.1
triple-des,0.55
a swarm,0.4
nahmen,0.0
facilitation,0.05
composite indicators,0.0
1d,0.0
1g,0.1
downlink beamforming,0.4
mining,0.15
neural machine,0.95
statistical estimation,0.1
defuzzification,0.8
mems,0.0
multicores,0.4
j.,0.0
propagator,0.05
3d data,0.9
improving xor-node,1.0
sige bicmos,0.1
design issues,0.1
electronic voting,0.0
interval orders,0.1
erps,0.2
pn-sequence,0.25
finite-state automata,0.95
the study,0.0
an evaluation,0.25
cochlear efferents,0.0
unrelated processors,0.55
knowledge base,0.55
efficient,0.05
critical infrastructure,0.4
potential,0.05
performance,0.05
modulus,0.15
computer-aided engineering,0.6
schnorr identification,0.1
attribute certificates,0.65
rnn architecture,0.95
pain,0.0
investigations,0.1
binary decision,0.6
context middleware,0.85
the gamma-0,0.05
sparse windows,0.7
beta,0.05
single tasks,0.65
buffer storage,0.65
pair,0.15
proxies,0.6
in-situ,0.0
natural walking,0.05
concept change,0.2
bidirectional image,0.8
fachgruppen,0.0
multi-product,0.3
cryptologic,0.3
nonconvex optimization,0.9
subjective criteria,0.1
sigma,0.0
conditionals,0.2
rejoinder,0.0
model-based design,0.5
certification,0.15
multispectral,0.3
legalization,0.0
scheduling model,0.7
decompositions,0.4
rectangular partitions,0.35
threshold,0.1
biometrics,0.9
bayesian belief,0.25
rankedset sampling,0.0
lilog-db,0.0
dynamic reconfiguration,0.5
a generalisation,0.2
wireless transceivers,0.15
black,0.05
permutation trinomials,0.2
extremum,0.2
awareness,0.2
monotone signatures,0.35
multi-user,0.9
network technologies,0.45
biodiesel,0.0
c/c +,0.1
a formalization,0.5
mpsocs,0.6
5g hetnets,0.3
the cardinality,0.3
cortical microcircuits,0.3
baroreflex,0.0
knowledge assets,0.05
median,0.15
the uniqueness,0.2
yield,0.0
software developers,0.85
error reduction,0.45
performability,0.0
kernel,0.7
immersive auralization,0.3
event-b,0.1
meta-learning,0.5
ihre logik,0.0
vehicle scheduling,0.35
error condition,0.65
seal,0.05
maximal independent,0.65
zukunft,0.0
several architectures,0.85
cleaning,0.0
wireless communications,0.2
a posteriori,0.1
geometric,0.3
provisioning environments,0.65
deletions,0.2
infrastructure,0.15
the selection,0.15
ml-sequence,0.3
combinatorial optimization,0.8
derangements,0.0
autocorrelation,0.4
wissensbasierte systeme,0.05
variable-sized bin,0.5
motivations,0.1
location management,0.35
statistical publications,0.05
it organization,0.0
facility design,0.0
partitioning techniques,0.5
nomenclature,0.0
global convergence,0.4
tour,0.0
itgi,0.1
binocular rivalry,0.2
orchestration,0.2
probability theory,0.0
e-government,0.1
low-latency,0.5
generalisation,0.2
forecasting,0.05
firewall,0.75
feature representations,0.6
a uav,0.3
microwave access,0.1
non-uniformly,0.4
communication protocols,0.6
xml processing,0.8
non-cooperative games,0.15
analogies,0.1
encryption,0.8
conceptualization,0.1
ims,0.3
mars,0.0
industrie,0.1
human resources,0.0
document model,0.5
traversal,0.65
topology inference,0.25
optimality,0.6
bayesian,0.3
encapsulation,0.2
turtles,0.05
echocardiograms,0.1
bluetool,0.0
cross-correlation,0.4
tree graphs,0.6
mobile streaming,0.25
social bookmarking,0.65
margin,0.05
application development,0.9
cook 's,0.0
characteristics,0.1
large applications,0.7
least squares,0.95
tomography,0.2
primitives,0.5
wordnet,0.5
the emergence,0.2
linear models,0.15
saml,0.7
802.15.4,0.1
intelligence work,0.15
formulations,0.1
adsorption,0.0
monotone operators,0.25
authentication,0.9
thinning,0.05
speech,0.15
arguments,0.05
salamander,0.05
security architecture,0.8
the number,0.0
the detection,0.4
deep learning algorithms,0.9
repeat entity,0.55
high-order,0.4
time problem,0.4
state constraints,0.75
special errors,0.5
hsdpa,0.3
invariance,0.1
planar straight-line,0.65
the structure,0.2
window exponentiation,0.65
wegkonnektor,0.0
substantive,0.0
internet-based games,0.4
gates,0.2
target marketing,0.15
other vulnerabilities,0.75
children 's,0.0
dl systems,0.25
rgb-d,0.2
multiples,0.0
field sieve,0.3
ann development,0.05
obdd minimization,0.15
sequent calculi,0.2
obdd algorithms,0.25
sensometrics,0.05
storage size,0.8
careers,0.0
decentralization,0.3
multi-device presentations,0.55
decomposability,0.3
networks specialized,0.5
boldsymbol,0.1
discover patterns,0.55
secrecy,0.1
credentials,0.3
maturity model,0.6
mpsoc,0.8
automation projects,0.55
large scale,0.25
server,0.7
sanity check,0.6
neuronal,0.3
finite point,0.35
wide web,0.75
label budgets,0.05
drosophila,0.0
kernel perceptrons,1.0
interdisciplinarity,0.0
data mining,0.75
the interplay,0.5
mod-2-obdd 's,0.0
discrete-event systems,0.55
images,0.45
interest management,0.0
factorization method,0.3
organizing,0.15
matching,0.5
the rationals,0.1
genetics,0.0
kmu,0.0
entire source,0.75
artifical,0.1
semistructured data,0.4
springer handbook,0.15
palmprint,0.3
intelligence languages,0.3
cliques,0.3
modality,0.1
different complexity,0.75
vm/370,0.85
high-dimensional spaces,0.65
microelectrodes,0.05
rank-metric codes,0.7
modulation attacks,0.1
medical applications,0.2
contagion,0.0
matching tasks,0.6
theorems,0.0
feature selection,1.0
network structure,0.5
glomerular microcircuits,0.0
acyclic,0.4
metaphors,0.1
gprs,0.15
e-participation,0.0
algorithmic techniques,0.75
stress reduction,0.0
enhance developer,0.85
schemes,0.25
references,0.25
intercomparison,0.3
spline,0.6
error detection,0.7
argumentation,0.2
three-dimensional drawings,0.25
telemedicine,0.0
an ai,0.5
multi-camera patrolling,0.15
digital library,0.1
ipv6,0.2
real world robotics,0.65
proxy-based adaptation,0.15
rank codes,0.05
formalisms,0.2
contingency tables,0.35
knowledge representation,0.8
secret key,0.75
the generalization,0.4
legal issues,0.05
geometric networks,0.75
nonuniform grids,0.7
the probabilistic,0.4
pq trees,0.45
surface rendering,1.0
pki-based,0.6
the eigenvalues,0.3
subclasses,0.4
deliberation,0.1
dual characterization,0.4
general,0.0
normative models,0.05
lower bounds,0.45
networks-on-chip,0.4
hydroclimatic prediction,0.05
administrative tools,0.8
denial-of-service attacks,0.95
gist,0.2
agent-oriented modeling,0.9
zeroization,0.35
personnel,0.0
hybrid,0.1
davies-meyer,0.4
memory access,0.75
field,0.05
stack-based,0.75
opacity,0.0
students,0.0
aster,0.0
spontaneous activity,0.05
matlab keras,0.5
oculomotor control,0.05
incentive structures,0.1
the poset,0.0
interactive systems,0.45
prolog iii,0.65
t-colorings,0.65
decoherence,0.9
supervised learning,0.9
resolution,0.1
bipolar junction,0.05
the security,0.2
worms,0.2
begriff,0.0
eda,0.0
svm classifiers,1.0
expressions,0.1
children,0.0
time-stamping,0.45
multi agent domains,0.85
mental health,0.0
alberti,0.0
hardware description,0.6
greedy methods,0.9
wban,0.1
heterogeneity,0.1
randomized dictionary,0.15
data-driven,0.5
energy-efficient scheduling,0.25
virtual museums,0.1
power assignment,0.1
missing data,0.2
plausibility,0.1
transfer function,0.35
compositionality,0.2
micrornas,0.0
reconstruction error,0.7
wsn,0.3
iso 19790,0.15
biological,0.0
biological applications,0.1
a characterization,0.2
flicker-induced phosphenes,0.05
periodicity,0.0
dct,0.4
metaprogrammable tools,0.05
objective ethics,0.0
diffusion-reaction problems,0.1
effective framework,0.15
perception,0.05
perspective,0.25
real-time programming,0.45
architecture search,0.6
multiplier,0.3
aba,0.15
home environments,0.2
remote sensing multimodal,0.7
rigidity,0.0
steiner trees,0.4
natural language text,0.9
compilation,0.35
euclid 's,0.1
bayes ',0.2
secant methods,0.75
ansatz,0.3
search,0.4
deep learning methods,0.8
reisebeschreibung,0.0
support essential,0.2
neuromuscular systems,0.0
deduktiven datenbanken,0.0
probit,0.2
particle swarms,0.5
quotient,0.1
network models,0.6
ethical reasoning,0.1
packet forwarding,0.6
spatio-temporal,0.7
mobile units,0.2
discrete distributions,0.1
state-of-the-art soc,0.05
computing clusters,1.0
semi-supervised,1.0
die grundlagen,0.0
perceptron-based adders,0.05
uniformity,0.0
two,0.05
governance,0.2
multiple access,0.1
a gpu,0.8
feature repository,0.75
equational theories,0.25
sniffers,0.3
processor optimization,0.9
risk diagnosis,0.05
content-based,0.5
crowd evacuation,0.1
projective,0.0
steuerung,0.1
genetic algorithms,0.5
strategien,0.0
cluster,0.25
der,0.0
des,0.05
queueing networks,0.4
kl-one,0.3
decidability,0.3
casual users,0.45
one step,0.0
correctness,0.25
share,0.2
collision,0.25
numbers,0.0
role-based access,0.95
tensor field,0.05
internet web,0.65
needs,0.05
the undecidability,0.6
key agreement,0.7
csd,0.0
hijacking attacks,0.3
five-number summaries,0.1
maps,0.6
fuzzy hypergraphs,0.15
path finding,0.75
self-control,0.0
unsupervised feature,0.9
discrete latent,0.65
collaborative e-work,0.15
csp,0.4
nonrepudiation,0.15
segmentation techniques,0.35
learning automata,0.95
visual dialog systems,0.7
charmm,0.4
m-commerce,0.0
processing videos,0.6
entry,0.0
algorithms based,0.9
lookahead,0.9
coap,0.6
sieving,0.15
further normalization,0.45
lobula plate,0.05
cs1,0.1
retrieval,0.3
elimination structures,0.05
hash-based message,0.8
active contours,0.65
online statistics,0.1
multi-queue stations,0.3
visual hallucinations,0.0
energetics,0.0
semantic image segmentation,1.0
informetrics,0.1
continuations,0.3
execution-time servers,0.85
erratum to,0.1
pca,0.3
sheaves,0.0
bootstrap asymptotics,0.25
compound,0.0
nonresponse,0.05
association,0.0
common criteria,0.5
pseudo-noise sequence,0.6
erster stufe,0.0
darstellung von,0.05
source features,0.65
2d,0.4
micro,0.45
token,0.55
2g,0.15
predictive toxicology,0.05
2n,0.2
ports,0.25
multiphase,0.1
multi-player-games,0.4
mm4,0.1
convolutional architectures,0.9
idea,0.25
mm3,0.2
electricus,0.0
insurance,0.0
harq,0.3
mass action,0.05
solvation,0.5
the reals,0.2
minimum-edge length,0.75
triangulations,0.5
the duality,0.1
algorithm known,1.0
covariates,0.0
der sachverhaltsanaphern,0.0
non-uniform,0.5
new methods,0.2
evaluation,0.2
fermat 's,0.05
rfid,0.75
offsets,0.0
eyes interaction,0.15
adaptive methods,0.65
service security,0.3
isps,0.2
terminals,0.15
training vector,0.8
comsoc 's,0.3
network performance,0.45
hardware/software partitioning,0.8
benefits,0.0
the role,0.0
reordering model,0.9
10 gb/s,0.3
rank transformations,0.1
extracting knowledge,0.35
e-science,0.4
equilibria,0.1
computational algorithms,1.0
biological databases,0.15
network parser,0.85
polygons,0.3
learning design,0.2
iterative image segmentation,0.9
evolutionary approaches,0.1
postmortem reviews,0.2
potential backpropagation,0.7
probability distributions,0.05
assumption,0.05
a conjecture,0.0
constraint calculi,0.95
user requirements,0.95
automotive applications,0.15
fully persistent,0.65
biomolecules,0.0
www.bdd-portal.org,0.05
neuromorphic hardware,0.8
separability,0.4
generative image models,0.85
variational,0.6
wissensmanagement,0.3
recording,0.1
multilevel dct,0.05
rogowski coils,0.0
interactive,0.5
approximation algorithms,1.0
visual illusions,0.05
fast-scanning worms,0.6
the making,0.0
perform object,0.6
phenotyping,0.05
meltdown,0.25
jasis,0.1
paths,0.15
low-power memory,0.75
absolute penalty,0.05
k.,0.1
continuous time,0.4
complex systems,0.55
computationally sound,0.45
product liability,0.05
the asymmetric,0.2
balanced binary,0.75
ada 2005,0.3
data classification,0.4
vnc,0.75
medians,0.2
unit activity,0.1
state-of-the-art,0.0
the effect,0.2
adaptive technology,0.35
vns,0.2
communications applications,0.4
services,0.0
equality constraints,0.8
predictive coding,0.65
accreditation methodology,0.1
km,0.0
primal-dual contraint,0.0
azimuth,0.0
metaheuristics,0.9
industrial automation,0.2
discrete logarithms,0.4
cognitive aspects,0.1
mobile objects,0.45
trade secret,0.05
spine,0.1
suffix trees,0.95
multicriteria,0.5
watershed algorithms,0.8
honeypot essentials,0.1
networks,0.35
backtracking,0.6
the p-version,0.7
multichannel,0.0
big data,0.5
interior point methods,1.0
virtualization technologies,0.7
sequence prediction,0.5
strong approximations,0.3
optimal regression,0.35
iiot,0.6
adaptive web,0.75
improving interactions,0.3
notation,0.2
discrete radon,0.3
object categorization,0.8
finite element,0.55
theft,0.5
lattices,0.0
multiple-valued functions,0.2
station-to-station,0.0
encryption key,0.75
transceivers,0.0
standardisation,0.0
logistic,0.1
statistical design,0.05
ionotropic receptors,0.0
ratio model,0.0
obdd 's,0.2
semiconductor devices,0.15
practical issues,0.1
himawari-8,0.0
irregularly,0.1
hierarchical models,0.45
multimodal biometrics,0.6
incompatible jobs,0.4
image classification,0.75
innovation processes,0.05
the icca,0.0
parse xml,0.75
multiparty,0.1
control lists,0.5
positivity,0.0
three-phase inverters,0.0
multiobjective problems,0.85
adult learning,0.0
pkcs,0.75
3-d point,0.75
hippocampus,0.0
responses,0.05
the nonexistence,0.0
moodle,0.5
our mobility,0.0
knapsack cryptosystem,0.3
binary gcd,0.35
lexical representation,0.35
informatik,0.6
reducts,0.4
pn-sequences,0.25
j-simplices,0.4
finite elements,0.35
point,0.1
simple,0.0
ec tools,0.45
asymptotically,0.2
reinforcement learning,0.9
nlp tasks,0.8
input text,0.65
big number,0.1
zeta,0.05
fuzzy sets,0.8
surveillance systems,0.1
perspectives,0.0
brain-machine interface,0.6
decision diagrams,0.6
laplacian,0.5
secret,0.0
annuity funds,0.0
educational games,0.45
internetworking,0.55
representability,0.0
network classifier,1.0
wearable computing,0.75
kalman,0.2
real-time data,0.25
gap,0.1
hurricane modeling,0.05
convex hull,0.35
design techniques,0.4
attractors,0.1
trojan,0.05
fitness function,0.5
access areas,0.15
the development,0.1
a hybridization,0.0
intelligent sensors,0.15
basis design,0.2
tagungsbericht,0.0
magnetoencephalography,0.1
striatal models,0.05
internet-based solutions,0.3
a predictor,0.4
drawbacks,0.2
neuromodulation,0.0
spinal stimulation,0.0
wiretapping,0.05
neural network decisions,1.0
ethylene,0.0
secure https,0.85
a polygon,0.2
neural architectures,0.9
randomization,0.4
temporal databases,0.65
development,0.05
attenuation,0.0
