noun_phrase,frequency,score
pseudo-transient models,2,-4468
response models,2,-4468
lattice-gas models,2,-4468
uncertain models,2,-4468
petri-net models,2,-4468
bilinear models,2,-4468
hammerstein models,2,-4468
collaboration models,2,-4468
structure models,2,-4468
choice models,2,-4468
matlab/simulink models,2,-4468
equation-based models,2,-4468
cell-devs models,2,-4468
sysml models,2,-4468
distributed models,2,-4468
generalized models,2,-4468
physiological models,2,-4468
explicit constants,4,-6468
architectural models,2,-4468
spin models,2,-4468
semi-analytical models,2,-4468
xy models,2,-4468
knowledge-based models,2,-4468
spreadsheet models,2,-4468
knowledge models,2,-4468
phase-type models,2,-4468
cybernetic models,2,-4468
collaborative models,2,-4468
semi-empirical models,2,-4468
s-system models,2,-4468
compact models,2,-4468
ai models,2,-4468
several models,2,-4468
authorization models,2,-4468
coordinatizing models,2,-4468
instance-based models,2,-4468
heterogeneous models,2,-4468
mining models,2,-4468
arfima models,2,-4468
mean-variance models,2,-4468
preference models,2,-4468
star models,2,-4468
location-allocation models,2,-4468
multilevel models,2,-4468
shock models,2,-4468
thermal models,2,-4468
fir models,2,-4468
input-output models,2,-4468
inverse models,2,-4468
load models,2,-4468
appraisal models,2,-4468
six models,2,-4468
well-founded models,2,-4468
delay models,2,-4468
biomedical models,2,-4468
mouse models,2,-4468
shape models,2,-4468
lp models,2,-4468
factor models,2,-4468
research models,2,-4468
sbml models,2,-4468
arima models,2,-4468
acyclic models,2,-4468
non-deterministic models,2,-4468
log-linear models,2,-4468
independence models,2,-4468
bim models,2,-4468
backscattering models,2,-4468
workload models,2,-4468
percolation models,2,-4468
robot models,2,-4468
kinematic models,2,-4468
modeling models,2,-4468
perceptual models,2,-4468
bag-of-words models,2,-4468
longitudinal models,2,-4468
linguistic models,2,-4468
optimizing models,2,-4468
tree models,2,-4468
test models,2,-4468
generic models,2,-4468
rainfall-runoff models,2,-4468
adversarial models,2,-4468
metaecoepidemic models,2,-4468
market models,2,-4468
executable models,2,-4468
meta models,2,-4468
effective models,2,-4468
hydrodynamical models,2,-4468
memory models,2,-4468
cloud models,2,-4468
population models,2,-4468
coefficient models,2,-4468
saturated models,2,-4468
outer models,2,-4468
decidable models,2,-4468
homogeneous models,2,-4468
intensional models,2,-4468
power-like models,2,-4468
nonisomorphic models,2,-4468
few models,2,-4468
random-field models,2,-4468
aperiodic models,2,-4468
wiener models,2,-4468
volterra-parafac models,2,-4468
moving-average models,2,-4468
clustering models,2,-4468
reliability-growth models,2,-4468
acceleration models,2,-4468
cross-project models,2,-4468
variability models,2,-4468
state models,2,-4468
behavioural models,2,-4468
mixed-integer models,2,-4468
variational models,2,-4468
finite-state models,2,-4468
declarative models,2,-4468
sur models,2,-4468
goal-oriented models,2,-4468
semi-markov models,2,-4468
loss models,2,-4468
decision-aiding models,2,-4468
panel models,2,-4468
elliptical models,2,-4468
volatility models,2,-4468
distributional models,2,-4468
polynomial models,2,-4468
dose-response models,2,-4468
acoustic models,2,-4468
firing-rate models,2,-4468
neuron models,2,-4468
interconnect models,2,-4468
kriging models,2,-4468
predator-prey models,2,-4468
hiv models,2,-4468
solvent models,2,-4468
memory references,3,-5469
array references,3,-5469
charge estimation,19,-21470
bent,5,-7470
capacity constraint,3,-5472
statistical framework,3,-5475
short waves,2,-4476
ocean waves,2,-4476
gravity waves,2,-4476
periodic waves,2,-4476
em waves,2,-4476
heat waves,2,-4476
surface waves,2,-4476
elastic waves,2,-4476
non-linear waves,2,-4476
propagating waves,2,-4476
innovative solutions,2,-4478
high winds,2,-4478
similarity estimation,2,-4478
research issues,21,-23478
uncertainty quantification,20,-22480
faithful,2,-4480
component analysis,40,-42480
identifying issues,2,-4484
depth estimation,12,-14484
parameter adjustment,4,-6484
three-candidate elections,2,-4486
electronic elections,2,-4486
icca elections,2,-4486
label proportions,3,-5487
emerging techniques,3,-5487
gray level,3,-5490
noisy communication,2,-4492
investment,29,-31494
chemical reaction,6,-8496
inkjet printing,3,-5496
nonimpact printing,3,-5496
service capacity,3,-5496
printed electronics,3,-5499
annual conference,3,-5499
opposition,4,-6500
automatic processing,6,-8502
musicians,5,-7505
disturbance observers,7,-9506
disturbance attenuation,7,-9506
distributive lattices,19,-21508
mixed challenges,2,-4512
simulation applications,2,-4512
connected component,2,-4516
local features,28,-30520
mediterranean forests,3,-5523
pine forests,3,-5523
urban forests,3,-5523
decision variables,3,-5529
spatial skills,2,-4530
unequal skills,2,-4530
21st-century skills,2,-4530
programming skills,2,-4530
essential skills,2,-4530
multiple skills,2,-4530
dynamic features,5,-7530
the skills,2,-4530
clinical skills,2,-4530
problem-solving skills,2,-4530
generic skills,2,-4530
assessing uncertainty,2,-4532
sequence comparisons,2,-4532
popular songs,2,-4532
evolution operators,2,-4534
regulatory challenges,3,-5535
dynamic solutions,2,-4538
glassy dynamics,2,-4544
copies,6,-8544
networked media,2,-4546
sunshine,2,-4552
sunset,2,-4554
depth frames,2,-4558
bargaining solutions,3,-5559
weak solutions,3,-5559
oscillating solutions,3,-5559
novel solutions,3,-5559
analytic solutions,3,-5559
best solutions,3,-5559
global solutions,3,-5559
extremal solutions,3,-5559
metaheuristic solutions,3,-5559
entropy solutions,3,-5559
e-health solutions,3,-5559
some solutions,3,-5559
sparse solutions,3,-5559
least-squares solutions,3,-5559
spline solutions,3,-5559
particular solutions,3,-5559
molecular solutions,3,-5559
general solutions,3,-5559
non-dominated solutions,3,-5559
formality,4,-6560
implementation challenge,4,-6564
energy awareness,5,-7565
synfire chains,6,-8568
burned areas,2,-4572
protocol engineering,2,-4574
style sheets,2,-4576
targeted advertising,2,-4576
hysteresis losses,2,-4576
iron losses,2,-4576
rotor losses,2,-4576
data losses,2,-4576
worst-case losses,2,-4576
constant delays,2,-4578
ant colonies,5,-7580
cardiovascular diseases,4,-6580
dynamic aspects,5,-7580
statistical descriptions,2,-4582
packet dropouts,5,-7585
multiple streams,4,-6588
coordinate transformation,5,-7590
detection mechanisms,2,-4590
mixed mode,3,-5595
sequential communication,3,-5598
overlapping balls,2,-4598
euler tours,3,-5598
bars,2,-4600
stator bars,2,-4600
damper bars,2,-4600
the variance,25,-27600
efficient estimation,20,-22600
finite networks,2,-4604
multiple bases,2,-4606
standard bases,2,-4606
orthogonal bases,2,-4606
neural bases,2,-4606
groebner bases,2,-4606
basis line-integrals,2,-4608
theoretical basis,2,-4608
orthonormal basis,2,-4608
basis mismatch,2,-4608
dual basis,2,-4608
atomic basis,2,-4608
metal films,2,-4610
image hiding,2,-4610
arrival processes,2,-4612
arrival rate,2,-4612
noisy input,3,-5613
technological innovations,8,-10616
research libraries,3,-5616
school libraries,3,-5616
indoor tracking,7,-9618
tracking system,7,-9618
mobile tracking,7,-9618
conflict processing,3,-5619
the scenes,2,-4620
large-scale scenes,2,-4620
hyperspectral scenes,2,-4620
three-dimensional scenes,2,-4620
crowd scenes,2,-4620
street scenes,2,-4620
multiple shooting,2,-4622
physical dimensions,3,-5622
ligand binding,5,-7625
video shot,2,-4626
few shot,2,-4626
the shot,2,-4626
shot noise,2,-4626
one shot,2,-4626
single shot,2,-4626
resource pools,2,-4630
pools,2,-4630
tracking techniques,2,-4632
u.s. hospitals,2,-4632
smart hospitals,2,-4632
large hospitals,2,-4632
web advertising,4,-6632
fellows,3,-5634
dangerous goods,2,-4634
dangerous,2,-4634
feature screening,5,-7635
feature preservation,3,-5640
edge preservation,3,-5640
dynamic applications,2,-4642
coupled networks,2,-4656
game reviews,3,-5658
service project,3,-5658
reviews section,3,-5658
reliability enhancement,5,-7660
modal operators,5,-7660
classification accuracy,14,-16660
mutation operators,5,-7660
random samples,2,-4664
noisy links,2,-4664
service composition,43,-45666
the banks,2,-4668
banks winners,2,-4668
coupled applications,2,-4672
historical collections,3,-5673
truthfulness,2,-4682
truthful auctions,2,-4684
green networking,3,-5688
bio-inspired networking,3,-5688
optical networking,3,-5688
delay-tolerant networking,3,-5688
business networking,3,-5688
ubiquitous networking,3,-5688
electronic networking,3,-5688
global networking,3,-5688
mining opinions,2,-4690
the opinions,2,-4690
their opinions,2,-4690
public opinions,2,-4690
crowdsourced opinions,2,-4690
terrorist networks,3,-5691
networked collaboration,3,-5691
robotic networks,3,-5691
scholarly networks,3,-5691
water-using networks,3,-5691
wormhole networks,3,-5691
multiservice networks,3,-5691
co-authorship networks,3,-5691
criminal networks,3,-5691
multi-relational networks,3,-5691
wired-wireless networks,3,-5691
e-health networks,3,-5691
relaying networks,3,-5691
microcellular networks,3,-5691
area networks,3,-5691
asynchronous networks,3,-5691
mimo networks,3,-5691
multirelay networks,3,-5691
uwb networks,3,-5691
library networks,3,-5691
electronic networks,3,-5691
pathfinder networks,3,-5691
coauthorship networks,3,-5691
mlp networks,3,-5691
lstm networks,3,-5691
robust networks,3,-5691
back-propagation networks,3,-5691
anfis networks,3,-5691
river networks,3,-5691
dragonfly networks,3,-5691
ubiquitous networks,3,-5691
interconnected networks,3,-5691
switched networks,3,-5691
polynomial networks,3,-5691
modern networks,3,-5691
agent networks,3,-5691
fuzzy networks,3,-5691
scalable networks,3,-5691
evidential networks,3,-5691
body-area networks,3,-5691
vascular networks,3,-5691
diffusion networks,3,-5691
wavelength-routed networks,3,-5691
ip/mpls networks,3,-5691
photonic networks,3,-5691
macro-femtocell networks,3,-5691
control networks,3,-5691
neutral networks,3,-5691
software networks,3,-5691
point-to-point networks,3,-5691
cache networks,3,-5691
cube networks,3,-5691
proximity networks,3,-5691
time-dependent networks,3,-5691
undirected networks,3,-5691
group networks,3,-5691
dense networks,3,-5691
6tisch networks,3,-5691
massive networks,3,-5691
service-oriented networks,3,-5691
ephemeral networks,3,-5691
dqdb networks,3,-5691
online networks,3,-5691
infrastructure-less networks,3,-5691
tactical networks,3,-5691
user-provided networks,3,-5691
grid networks,3,-5691
multitask networks,3,-5691
networked appliances,3,-5691
ambient networks,3,-5691
machine-to-machine networks,3,-5691
inhibitory networks,3,-5691
telephone-type networks,3,-5691
phase compensation,3,-5694
service parameters,3,-5694
surgical instruments,3,-5694
classical mechanics,3,-5697
bank failures,3,-5700
software failures,3,-5700
omission failures,3,-5700
spelling errors,4,-6704
notices,2,-4704
short notices,2,-4704
multiple keys,4,-6708
public keys,4,-6708
candidate keys,4,-6708
statistical computing,3,-5709
fitness function,2,-4712
the fitness,2,-4712
fitting methods,2,-4714
efficient fitting,2,-4714
data fitting,2,-4714
direct fitting,2,-4714
circle fitting,2,-4714
pattern fitting,2,-4714
subspace fitting,2,-4714
ellipsoid fitting,2,-4714
control applications,3,-5715
applications of,3,-5715
2.0 applications,3,-5715
stream applications,3,-5715
e-business applications,3,-5715
real applications,3,-5715
interactive visualization,15,-17715
java applications,3,-5715
wideband applications,3,-5715
voip applications,3,-5715
grid-connected applications,3,-5715
medium-voltage applications,3,-5715
high-frequency applications,3,-5715
aircraft applications,3,-5715
system-on-chip applications,3,-5715
power applications,3,-5715
ultra-low-power applications,3,-5715
wimax applications,3,-5715
storage applications,3,-5715
energy-harvesting applications,3,-5715
javascript applications,3,-5715
groupware applications,3,-5715
clinical applications,3,-5715
indoor applications,3,-5715
forestry applications,3,-5715
sar applications,3,-5715
robot applications,3,-5715
online applications,3,-5715
surgical applications,3,-5715
e-government applications,3,-5715
saas applications,3,-5715
two applications,3,-5715
first applications,3,-5715
component-based applications,3,-5715
environmental applications,3,-5715
internet-of-things applications,3,-5715
bag-of-tasks applications,3,-5715
heterogeneous applications,3,-5715
interdisciplinary applications,3,-5715
mhealth applications,3,-5715
risks data,5,-7715
meteorology applications,3,-5715
error-resilient applications,3,-5715
uwb applications,3,-5715
future applications,3,-5715
cfd applications,3,-5715
editorial appointments,2,-4716
error detection,17,-19720
automatic tracking,4,-6720
different seasons,2,-4720
confidence bands,5,-7720
digitized curves,4,-6720
compact expressions,3,-5721
reliability techniques,3,-5721
emotional expressions,3,-5721
algebraic expressions,3,-5721
investment projects,3,-5724
maximum margin,4,-6724
statistical decision,5,-7725
attention models,2,-4726
simultaneous estimation,21,-23730
temporal joins,2,-4736
joins,2,-4736
relational joins,2,-4736
enabling technology,4,-6740
signature file,2,-4740
interactive communication,3,-5742
sleeping beauty,2,-4742
component labeling,3,-5742
game mechanics,6,-8742
statistical hypotheses,4,-6744
layered coding,3,-5745
physical access,3,-5748
explicit formulas,4,-6748
poetic texts,2,-4748
the contribution,55,-57750
constrained optimization,50,-52750
mobile hosts,7,-9751
poets,2,-4752
assertion checking,2,-4754
compliance checking,2,-4754
liveness checking,2,-4754
diagnostic checking,2,-4754
french checks,2,-4758
engineering vehicles,2,-4762
complex flows,3,-5772
selling,2,-4772
investor flows,3,-5772
opaque selling,2,-4772
non-newtonian flows,3,-5772
knowledge flows,3,-5772
joints,7,-9772
sequential decision,4,-6776
service integration,3,-5778
the arrangement,2,-4780
traffic shaping,2,-4790
divided attention,3,-5790
automatic reconstruction,7,-9793
object shapes,2,-4794
contour shapes,2,-4794
three-dimensional shapes,2,-4794
various shapes,2,-4794
advanced dss,2,-4796
advanced concepts,2,-4796
advanced diagnosis,2,-4796
advanced mathematical,2,-4796
advanced analytics,2,-4796
advanced interfaces,2,-4796
advanced robotics,2,-4796
advanced spaceborne,2,-4796
advanced manufacturing,2,-4796
advanced technologies,2,-4796
advanced analysis,2,-4796
advanced data,2,-4796
advanced chess,2,-4796
advanced methodologies,2,-4796
imperfect debugging,3,-5799
private clouds,4,-6800
distributed clouds,4,-6800
mobile clouds,4,-6800
its extensions,20,-22800
high dimensions,35,-37800
related key,2,-4802
related ivps,2,-4802
related methods,2,-4802
related structures,2,-4802
the related,2,-4802
influenza related,2,-4802
related organizations,2,-4802
related,2,-4802
related functions,2,-4802
related work,2,-4802
unit spheres,4,-6804
relative advantage,2,-4806
relative time,2,-4806
relative localization,2,-4806
relative degree,2,-4806
relative gradient,2,-4806
relative interpretability,2,-4806
relative enumerability,2,-4806
relative reducts,2,-4806
relative locations,2,-4806
relative contributions,2,-4806
constraint programming,52,-54808
convention emergence,3,-5811
fermi holes,3,-5811
mixed codes,2,-4814
cad objects,2,-4822
spatio-temporal objects,2,-4822
objects database,2,-4822
space objects,2,-4822
social objects,2,-4822
indivisible objects,2,-4822
astrophysical objects,2,-4822
elastic objects,2,-4822
high-speed objects,2,-4822
geographic objects,2,-4822
material objects,2,-4822
java objects,2,-4822
common objects,2,-4822
delicate objects,2,-4822
line objects,2,-4822
e-learning objects,2,-4822
web objects,2,-4822
different objects,2,-4822
cultural objects,2,-4822
free objects,2,-4822
block objects,2,-4822
mathematical objects,2,-4822
2d objects,2,-4822
openstreetmap objects,2,-4822
picture objects,2,-4822
pole-like objects,2,-4822
sparse objects,2,-4822
tubular objects,2,-4822
human objects,2,-4822
nonrigid objects,2,-4822
binary objects,2,-4822
generic objects,2,-4822
granular objects,2,-4822
vantage objects,2,-4822
two-dimensional objects,2,-4822
geometric objects,2,-4822
manipulable objects,2,-4822
software objects,2,-4822
dynamic binding,3,-5823
identity resolution,3,-5823
kings,3,-5829
technology trends,5,-7830
job hunting,2,-4834
potential gains,2,-4834
implementation strategies,3,-5835
interaction techniques,3,-5841
proofs,58,-60842
complexity analysis,29,-31842
guests ',3,-5847
error compensation,3,-5847
multiple roots,5,-7850
chromatic roots,5,-7850
separately,2,-4850
mixed volumes,2,-4852
vision applications,3,-5856
small hotels,2,-4858
egyptian hotels,2,-4858
task descriptions,2,-4858
flexible joints,3,-5859
lecture slides,3,-5859
biomedical articles,3,-5865
split-phase currents,2,-4870
common-mode currents,2,-4870
optimal currents,2,-4870
electrical currents,2,-4870
eddy currents,2,-4870
minimal solutions,3,-5871
missing edges,3,-5871
missing,3,-5871
cooperative solutions,2,-4872
dynamic compensation,6,-8874
heavy-tailed degrees,2,-4876
heterogeneous degrees,2,-4876
preference degrees,2,-4876
online degrees,2,-4876
higher degrees,2,-4876
different degrees,2,-4876
r.e. degrees,2,-4876
linear degrees,2,-4876
cache misses,3,-5877
synchronous languages,2,-4878
object languages,2,-4878
pictogrammic languages,2,-4878
different languages,2,-4878
probabilistic languages,2,-4878
many languages,2,-4878
contextual languages,2,-4878
ideal languages,2,-4878
graph languages,2,-4878
two-dimensional languages,2,-4878
star-free languages,2,-4878
non-regular languages,2,-4878
foreign languages,2,-4878
agglutinative languages,2,-4878
resource-scarce languages,2,-4878
indic languages,2,-4878
orchestration languages,2,-4878
algebraic languages,2,-4878
three languages,2,-4878
various languages,2,-4878
rule languages,2,-4878
one-letter languages,2,-4878
re languages,2,-4878
input-driven languages,2,-4878
nonstochastic languages,2,-4878
extensible languages,2,-4878
stochastic languages,2,-4878
noisy unstructured,2,-4882
stored video,2,-4882
grocery stores,2,-4884
app stores,2,-4884
the processing,26,-28886
data processing,26,-28886
wi-fi signals,3,-5886
ultra-wideband signals,3,-5886
rayleigh-fading signals,3,-5886
mc-cdma signals,3,-5886
lte signals,3,-5886
semg signals,3,-5886
doppler signals,3,-5886
the signals,3,-5886
biological signals,3,-5886
brain signals,3,-5886
variable signals,3,-5886
sound signals,3,-5886
electroencephalography signals,3,-5886
multilevel signals,3,-5886
non-circular signals,3,-5886
composite signals,3,-5886
quasi-stationary signals,3,-5886
multicomponent signals,3,-5886
autoregressive signals,3,-5886
reference signals,3,-5886
cpm signals,3,-5886
dsss signals,3,-5886
echo signals,3,-5886
multiharmonic signals,3,-5886
multisine signals,3,-5886
low-frequency signals,3,-5886
migration flows,2,-4888
healthy organizations,2,-4888
group signature,3,-5889
proxy signature,3,-5889
threshold signature,3,-5889
cad tools,4,-6892
web tools,4,-6892
graphical tools,4,-6892
case tools,4,-6892
mining tools,4,-6892
discovery tools,4,-6892
digital tools,4,-6892
2.0 tools,4,-6892
link scheduling,15,-17895
advertising competition,3,-5895
improper gaussian,2,-4898
gameplay enjoyment,2,-4902
packet access,2,-4904
favor,3,-5904
attraction,22,-24904
interval parameters,8,-10904
voice commands,2,-4912
navigational commands,2,-4912
efficient combination,2,-4918
combination rule,2,-4918
their combination,2,-4918
effective combination,2,-4918
combined cooling,2,-4920
multiple sinks,8,-10920
combined classifiers,2,-4920
combined influence,2,-4920
combined invariants,2,-4920
combined global,2,-4920
combining evidence,2,-4922
switch-and-stay combining,2,-4922
chase combining,2,-4922
combining bibliometrics,2,-4922
combining data,2,-4922
combining trust,2,-4922
combining metaheuristics,2,-4922
combining landsat,2,-4922
combining remote,2,-4922
parkinson patients,2,-4928
elective patients,2,-4928
trauma patients,2,-4928
alzheimer patients,2,-4928
paediatric patients,2,-4928
ill patients,2,-4928
icu patients,2,-4928
dengue patients,2,-4928
epileptic patients,2,-4928
symbolic computing,4,-6928
individual patients,2,-4928
mobile telephones,3,-5928
dementia patients,2,-4928
hands-free telephones,3,-5928
chronic patients,2,-4928
adhd patients,2,-4928
tonsillectomy/adenoidectomy patients,2,-4928
energy cooperation,9,-11934
sample sizes,2,-4936
batch sizes,2,-4936
intergenic sizes,2,-4936
checkpoint sizes,2,-4936
mixed time-delays,6,-8940
mixed graphs,6,-8940
mixed noise,6,-8940
mixed pixels,6,-8940
first-break picking,2,-4940
semantic similarity,27,-29943
communication strategies,3,-5946
priority weights,2,-4948
operation technology,2,-4950
networking protocols,3,-5952
identifying threats,2,-4952
simulated samples,2,-4952
music listening,2,-4952
interactive evolution,4,-6956
product liability,2,-4958
product catalogs,2,-4958
product customization,2,-4958
product configuration,2,-4958
product taxonomy,2,-4958
product price,2,-4958
product redesign,2,-4958
product recommendations,2,-4958
wireless errors,2,-4958
product designers,2,-4958
product derivation,2,-4958
product ciphers,2,-4958
free product,2,-4958
product selection,2,-4958
trmm3b43 product,2,-4958
product evaluation,2,-4958
conjugate product,2,-4958
software product,2,-4958
product requirements,2,-4958
product decomposition,2,-4958
product cost,2,-4958
time-bandwidth product,2,-4958
wireless broadcast,4,-6960
criteria,80,-82960
web searching,3,-5961
local searching,3,-5961
counting algorithm,2,-4962
a counting,2,-4962
counting cliques,2,-4962
reference counting,2,-4962
crowd counting,2,-4962
subgraph counts,2,-4964
digital counts,2,-4964
eigenvalue counts,2,-4964
math counts,2,-4964
signal models,2,-4966
local searches,3,-5967
line searches,3,-5967
wireless powered,5,-7970
saving space,2,-4970
wireless multimedia,5,-7970
underlying mechanisms,2,-4972
a safety,2,-4974
memory safety,2,-4974
safety control,2,-4974
safety performance,2,-4974
safety verification,2,-4974
robot safety,2,-4974
safety properties,2,-4974
traffic safety,2,-4974
global safety,2,-4974
safety requirements,2,-4974
safety protection,2,-4974
driving safety,2,-4974
system safety,2,-4974
food safety,2,-4974
hiding method,5,-7975
newtonian heating,2,-4976
joule heating,2,-4976
service chains,2,-4980
concentric circles,3,-5982
lifts,4,-6988
accuracy estimation,4,-6992
its arguments,2,-4992
legal arguments,2,-4992
automatic registration,11,-13992
feature tracking,8,-10992
contour tracking,8,-10992
indispensability argument,2,-4994
argument accrual,2,-4994
maximal chains,7,-9996
sports performance,4,-7000
sports analytics,4,-7000
proving theorems,2,-5002
capacity bounds,6,-9006
electronic newspapers,3,-6009
pulling mitigation,2,-5010
sufficient statistics,4,-7012
hunting technique,2,-5012
news content,3,-6012
web news,3,-6012
news websites,3,-6012
selective attention,15,-18015
a variant,29,-32016
qualities,2,-5018
service tasks,3,-6018
secondary qualities,2,-5018
random bases,2,-5024
noisy,9,-12024
gender classification,24,-27024
mountains,3,-6027
its relatives,2,-5028
relatives,2,-5028
relation discovery,2,-5030
random arrival,2,-5030
rough relation,2,-5030
order relation,2,-5030
grey relation,2,-5030
scientific misconduct,10,-13030
dynamic weights,2,-5034
philosophical reflections,3,-6036
mechanical components,2,-5036
target estimation,4,-7040
data races,2,-5040
different scales,6,-9042
cycle-rooted trees,2,-5042
recursive trees,2,-5042
banana trees,2,-5042
monochromatic trees,2,-5042
generalized trees,2,-5042
unordered trees,2,-5042
product assembly,2,-5042
neural trees,2,-5042
word trees,2,-5042
citrus trees,2,-5042
apple trees,2,-5042
backup trees,2,-5042
genealogical trees,2,-5042
two trees,2,-5042
many trees,2,-5042
complete trees,2,-5042
small trees,2,-5042
avocado trees,2,-5042
split trees,2,-5042
splay trees,2,-5042
cartesian trees,2,-5042
shortest-path trees,2,-5042
brother trees,2,-5042
polya trees,2,-5042
suslin trees,2,-5042
fat trees,2,-5042
prelarge trees,2,-5042
unrooted trees,2,-5042
code smells,2,-5044
attitude reconstruction,3,-6045
checking compatibility,2,-5046
academic publishing,4,-7048
code complexity,3,-6048
central tendency,3,-6048
transit networks,2,-5050
opposites,4,-7056
selection mechanisms,3,-6063
software mechanisms,3,-6063
governance mechanisms,3,-6063
trust mechanisms,3,-6063
auction mechanisms,3,-6063
neurocognitive mechanisms,3,-6063
virtual fitting,2,-5078
comparing methodologies,2,-5086
comparing efficiency,2,-5086
total variation,30,-33090
crypto machines,2,-5092
smart machines,2,-5092
committee machines,2,-5092
moral machines,2,-5092
morphological machines,2,-5092
abstract-state machines,2,-5092
counter machines,2,-5092
unrelated-parallel machines,2,-5092
self-replicating machines,2,-5092
flux machines,2,-5092
cnc machines,2,-5092
machines ',2,-5092
textile machines,2,-5092
memory machines,2,-5092
three machines,2,-5092
tensor machines,2,-5092
environment machines,2,-5092
cray machines,2,-5092
pyramid machines,2,-5092
rotary machines,2,-5092
cognitive machines,2,-5092
many-core machines,2,-5092
occasions,2,-5098
irregular terrain,3,-6099
selective channels,6,-9102
regularity lemmas,3,-6102
physical constraints,3,-6102
optical packet,6,-9102
directional regularity,3,-6102
contextual influences,2,-5104
differential influences,2,-5104
design methodology,27,-30105
agricultural regulations,2,-5106
coordinate transformations,6,-9108
collocation patterns,2,-5114
organizational patterns,2,-5114
rhythmic patterns,2,-5114
antenna patterns,2,-5114
new patterns,2,-5114
transient patterns,2,-5114
discriminative patterns,2,-5114
defect patterns,2,-5114
cytological patterns,2,-5114
programming patterns,2,-5114
reference patterns,2,-5114
interpretable patterns,2,-5114
behaviour patterns,2,-5114
a patterns,2,-5114
permutation patterns,2,-5114
arithmetic patterns,2,-5114
linguistic patterns,2,-5114
change patterns,2,-5114
architectural patterns,2,-5114
global patterns,2,-5114
participation patterns,2,-5114
ontology patterns,2,-5114
semantic patterns,2,-5114
point patterns,2,-5114
pedagogical patterns,2,-5114
hidden patterns,2,-5114
behavioural patterns,2,-5114
different patterns,2,-5114
landscape patterns,2,-5114
moire patterns,2,-5114
edge patterns,2,-5114
nonlinear patterns,2,-5114
mobility patterns,2,-5114
regional patterns,2,-5114
common patterns,2,-5114
fractal patterns,2,-5114
navigation patterns,2,-5114
navigational patterns,2,-5114
significant patterns,2,-5114
high-dimensional patterns,2,-5114
diagnostic patterns,2,-5114
deformed patterns,2,-5114
geometric patterns,2,-5114
line patterns,2,-5114
representative patterns,2,-5114
dot patterns,2,-5114
distinct patterns,2,-5114
melodic patterns,2,-5114
time patterns,2,-5114
unusual patterns,2,-5114
sectoral patterns,2,-5114
cameras,18,-21114
minimum variance,5,-8115
contraint relations,2,-5120
behavioral relations,2,-5120
dependency relations,2,-5120
some relations,2,-5120
new relations,2,-5120
metamorphic relations,2,-5120
conceptual relations,2,-5120
n-ary relations,2,-5120
neighbours,4,-7120
les relations,2,-5120
trust relations,2,-5120
collective relations,2,-5120
hesitant relations,2,-5120
soft relations,2,-5120
incomplete relations,2,-5120
anaphoric relations,2,-5120
metric relations,2,-5120
independence relations,2,-5120
recursive relations,2,-5120
self-orthogonal relations,2,-5120
ary relations,2,-5120
isomorphism relations,2,-5120
diophantine relations,2,-5120
qvt relations,2,-5120
part-whole relations,2,-5120
behavioral sciences,2,-5124
computational sciences,2,-5124
sciences cognitives,2,-5124
biological sciences,2,-5124
criteria interaction,3,-6126
identifying code,3,-6126
intelligent computer,5,-8130
networking perspective,2,-5134
connected graphs,16,-19136
prediction accuracy,7,-10136
low complexity,32,-35136
sequential elements,3,-6138
two birds,4,-7140
linguistic associations,2,-5142
drug-disease associations,2,-5142
floors,2,-5144
may attacks,2,-5146
speculative attacks,2,-5146
replay attacks,2,-5146
relay attacks,2,-5146
denial-of-sleep attacks,2,-5146
forgery attacks,2,-5146
code-reuse attacks,2,-5146
localization attacks,2,-5146
impersonation attacks,2,-5146
cyber-physical attacks,2,-5146
ransomware attacks,2,-5146
presentation attacks,2,-5146
clickjacking attacks,2,-5146
one-try attacks,2,-5146
network attacks,2,-5146
collusion attacks,2,-5146
hardware-based attacks,2,-5146
preimage attacks,2,-5146
ssdf attacks,2,-5146
deception attacks,2,-5146
concurrent applications,3,-6147
web agents,4,-7148
modeling agents,4,-7148
artificial agents,4,-7148
hardware agents,4,-7148
social agents,4,-7148
believable agents,4,-7148
embedded agents,4,-7148
service innovation,7,-10150
contribution,63,-66150
precise exceptions,2,-5152
reconstruction scheme,3,-6156
wireless scheduling,4,-7156
processing techniques,3,-6159
spreading,3,-6159
attribute implications,4,-7160
mixed features,2,-5160
processing technique,3,-6162
location service,3,-6168
refactoring opportunities,2,-5170
novel opportunities,2,-5170
spectrum opportunities,2,-5170
business opportunities,2,-5170
monitoring applications,2,-5174
wireless location,2,-5176
bernoulli trials,2,-5182
non-inferiority trials,2,-5182
diagnostic trials,2,-5182
integrity attacks,2,-5184
technology licensing,5,-8190
few directions,2,-5190
cardinal directions,2,-5190
strategic directions,2,-5190
recent directions,2,-5190
main directions,2,-5190
mixed variables,2,-5190
optimal windows,2,-5194
windows phone,2,-5194
windows vista,2,-5194
windows 98,2,-5194
microsoft windows,2,-5194
polynomial windows,2,-5194
replies,3,-6195
communication channels,9,-12195
guards,4,-7196
districts,2,-5198
screening strategies,2,-5198
urban districts,2,-5198
low-voltage operation,6,-9198
fluid mechanics,7,-10199
non-linear prices,2,-5200
fair prices,2,-5200
stochastic prices,2,-5200
hog prices,2,-5200
bid prices,2,-5200
stock-market prices,2,-5200
ordering prices,2,-5200
the voter,2,-5202
voter behavior,2,-5202
