phrase,frequency,concordance_score,uniqueness,wiki_score,popularity,purity,suggested_query_score,computer science,python,machine learning,artificial intelligence,ai,deep learning,algorithms,code,architecture,api,software,framework,computer security,computer system,computer systems,label
morse theory,0,0.0,0.563875,0.1,1.0986547085201793e-05,0.9919678714859438,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
wireless networking,10,1.824817518248175,0.931925,0.35,0.00033518518518518516,1.8785310734463276,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
netgear,0,0.0,0.36195,0.6,0.00046575342465753425,0.9902912621359223,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
network performance,16,3.041144901610018,0.978375,0.45,0.0003066666666666667,0.8958031837916064,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
quality of service,0,0.0,0.9918666666666667,0.4,0.004794520547945206,0.9937205651491365,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational physics,7,0.0,0.7213,0.5,0.00011894273127753304,0.934931506849315,2.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational electromagnetics,1,0.0,0.7883,0.6,2.7212389380530975e-05,0.9115853658536586,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
video game design,0,0.0,0.9882833333333334,0.7,0.00016164383561643835,1.0953757225433527,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
procedural generation,2,0.0,0.63315,0.85,1.066079295154185e-05,0.9961685823754789,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
neurotechnology,0,0.0,1.0,0.25,2.423963133640553e-05,0.989247311827957,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
neuroprosthetics,3,0.0,1.0,0.3,1.4904761904761905e-05,0.9935897435897436,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational biology,23,1.507537688442211,0.70635,0.85,0.0012599118942731278,1.8814229249011858,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
bioinformatics,76,0.0,0.24735,0.5,0.006447368421052631,1.0129870129870129,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
data security,24,0.31289111389236546,0.9893000000000001,0.85,0.0008018867924528302,1.0129032258064516,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
fault tolerance,65,29.577464788732392,0.685425,0.8,0.0004881516587677725,1.098527746319366,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
personal computers,10,8.547008547008547,0.974575,0.55,0.0007013574660633484,0.9530916844349681,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
amiga,0,0.0,0.17115,0.4,0.0003642533936651584,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computability theory,1,80.0,0.9588,0.75,2.8868778280542988e-05,0.9969183359013868,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
combinatory logic,13,100.0,0.920075,0.65,1.2183406113537119e-05,0.985663082437276,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
procedural generation,2,0.0,0.63315,0.85,1.1293103448275862e-05,1.0,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
demoscene,0,0.0,1.0,0.5,5.344827586206896e-06,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
assistive technology,10,50.0,0.9929,0.25,0.0001871900826446281,1.006578947368421,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
home automation,4,0.0,0.868825,0.65,0.0002524017467248908,1.660344827586207,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
machine learning,497,30.708661417322837,0.954475,1.0,0.025,0.7132429614181439,4.4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,True
evolutionary algorithms,229,11.538461538461538,0.5851999999999999,0.95,0.00038448275862068966,1.0251937984496124,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
assistive technology,10,50.0,0.9929,0.25,0.00011937984496124031,1.658008658008658,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
braille,1,0.0,0.0472,0.15,0.00020476190476190477,1.0462555066079295,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
network architecture,21,0.8944543828264758,0.943075,0.6,0.0011140350877192982,0.6015325670498084,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
osi model,0,0.0,0.9881249999999999,0.75,0.00010909090909090909,1.0129870129870129,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational neuroscience,17,0.0,0.428125,0.5,0.000103125,0.9956896551724138,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
artificial neural networks,0,0.0,0.7176166666666667,0.95,0.001060344827586207,1.2097560975609756,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
classes of computers,0,0.0,0.9606666666666667,0.85,9.694323144104803e-05,1.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
quantum computing,16,4.651162790697675,0.80625,0.85,0.0003283898305084746,1.0026143790849673,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
programming language theory,0,0.0,0.93585,1.0,2.4217391304347827e-05,1.0036036036036036,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
lambda calculus,12,0.0,0.54415,0.7,7.82608695652174e-05,1.0056497175141244,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
software engineering,151,8.51063829787234,0.972975,0.9,0.015283842794759825,0.9943181818181818,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
formal methods,65,4.624277456647398,0.892075,0.75,0.00035109170305676855,0.990086741016109,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
information privacy,8,0.12970168612191957,0.9944500000000001,0.8,0.00011869565217391305,0.9938650306748467,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
differential privacy,47,0.0,0.82285,0.8,4.275109170305677e-05,1.7321997874601487,2.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,True
formal methods,65,4.624277456647398,0.892075,0.75,0.0003443965517241379,1.0099750623441397,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
automated theorem proving,0,0.0,0.5892,0.75,2.808219178082192e-05,0.9903381642512077,3.7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,True
internet privacy,1,0.0,0.989475,0.75,6.324786324786325e-05,0.9807692307692307,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
geolocation,13,0.0,1.0,0.6,0.00011155555555555555,1.0451127819548873,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True
remote sensing,261,8.88888888888889,0.694475,0.05,0.0020344827586206895,1.01931330472103,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
synthetic aperture radar,0,0.0,0.6079500000000001,0.0,6.026200873362445e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
software engineering,151,8.51063829787234,0.972975,0.9,0.01640552995391705,1.0502958579881656,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
software design,24,2.4822695035460995,0.990125,0.9,0.0013924050632911392,1.0664556962025316,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
compilers,23,0.0,0.07855,0.85,0.0007416666666666666,0.8651162790697674,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
compiler construction,3,0.0,0.8054749999999999,1.0,6.623376623376623e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
digital signal processing,0,0.0,0.9294833333333333,0.85,0.0005672268907563025,1.0,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
geometry processing,0,0.0,0.7790999999999999,0.85,2.2280701754385965e-05,1.0098425196850394,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
philosophy of mind,0,0.0,0.9363333333333334,0.5,0.00032052401746724893,1.0022321428571428,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
intellectualism,2,0.0,1.0,0.0,2.0526315789473685e-05,0.9770354906054279,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
online services,9,0.3861003861003861,0.9957750000000001,0.4,0.00035131578947368423,0.9934469200524246,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
cloud computing,592,0.0,0.804025,0.8,0.005298913043478261,0.936734693877551,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
machine learning,497,30.708661417322837,0.954475,1.0,0.023703703703703703,1.120388349514563,4.4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,True
reinforcement learning,229,80.0,0.560925,0.9,0.00068348623853211,1.1159420289855073,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
artificial life,50,1.4705882352941175,0.847075,0.6,0.0001248868778280543,0.6043478260869565,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
emergence,71,0.0,0.37345,0.1,0.006521739130434782,1.0642857142857143,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer access control,0,0.0,0.9839000000000001,0.95,6.923076923076923e-06,1.0,0.7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,True
smart cards,61,9.523809523809524,0.928725,0.6,9.81981981981982e-05,1.004566210045662,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
image processing,193,7.707910750507099,0.9535,0.85,0.007166666666666667,0.9298076923076923,2.8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
interpolation,135,0.0,1.0,0.7,0.002549586776859504,1.1939393939393939,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computability theory,1,80.0,0.9588,0.75,2.9078947368421052e-05,0.9921011058451816,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
turing machine,2,0.0,0.9712000000000001,0.95,0.00013681818181818182,1.1553398058252426,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
personal computers,10,8.547008547008547,0.974575,0.55,0.00040407239819004523,0.974025974025974,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
laptops,4,0.0,0.82925,0.3,0.0020593607305936074,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer vision,125,5.100182149362477,0.9451,0.85,0.005318181818181818,1.0347826086956522,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
image segmentation,305,4.259634888438134,0.5922499999999999,0.85,0.0005227272727272727,1.0761904761904761,3.3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,True
algorithms,1165,0.0,0.69375,1.0,0.03681818181818182,1.414790996784566,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
numerical analysis,94,3.6363636363636362,0.803875,0.85,0.0010593607305936074,1.0193236714975846,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
personal computers,10,8.547008547008547,0.974575,0.55,0.000391025641025641,1.0218390804597701,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
atari st,0,0.0,0.71435,0.5,8.186813186813188e-06,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
network service,2,0.17889087656529518,0.9898750000000001,0.15,0.0001025531914893617,1.050420168067227,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
email,7,0.0,0.9943,0.5,0.05793991416309013,0.9629629629629629,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational mathematics,4,0.0,0.7109,0.6,0.00018695652173913045,1.1026894865525672,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational topology,1,0.0,0.46475,0.75,8.755555555555556e-06,0.9752475247524752,1.5555555555555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
surveying,0,0.0,0.2311,0.0,0.001508849557522124,1.1335227272727273,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
home inspection,0,0.0,0.9133,0.0,6.696035242290749e-05,1.6821192052980132,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
internet privacy,1,0.0,0.989475,0.75,6.784140969162996e-05,1.0328947368421053,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
privacy software,0,0.0,0.9918750000000001,1.0,8.230088495575221e-06,0.6512455516014235,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer programming,8,0.18214936247723132,0.951225,0.7,0.00407488986784141,0.9735294117647059,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
algorithms,1165,0.0,0.69375,1.0,0.03665198237885463,0.7920918367346939,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
software quality,29,1.0638297872340425,0.98645,0.85,0.001611353711790393,0.9166666666666666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
reliability engineering,6,0.0,0.87225,0.75,0.00023876651982378854,1.0609037328094302,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
key management,27,4.573170731707317,0.9807,0.8,0.00017244444444444444,0.9715762273901809,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
secret sharing,9,6.451612903225806,0.8693,0.55,6.160714285714286e-05,0.9855072463768116,3.6,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,True
home automation,4,0.0,0.868825,0.65,0.0002580357142857143,1.0035026269702276,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
smart devices,21,0.0,0.901625,0.75,0.00012690582959641255,1.024390243902439,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
supercomputers,23,0.0,1.0,0.85,0.00019414414414414415,0.9251870324189526,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
supercomputer operating systems,0,0.0,0.97365,1.0,1.579710144927536e-07,0.5561224489795918,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
signal processing,100,36.17021276595745,0.9033249999999999,0.9,0.008526785714285714,1.643979057591623,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
detection theory,1,0.0,0.8573500000000001,0.7,3.090497737556561e-05,1.010204081632653,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
group theory,5,0.0,0.9542999999999999,0.05,0.00016484018264840183,1.0903954802259888,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
subgroup series,0,0.0,0.5169,0.05,1.1578947368421053e-07,1.0,-0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
mobile security,5,0.0,0.979225,0.8,0.00010493273542600897,0.6077922077922078,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
mobile malware,1,0.0,0.5573,1.0,1.7393364928909954e-05,0.9947780678851175,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
emergence,71,0.0,0.37345,0.1,0.007061611374407583,0.9710144927536232,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
emergent gameplay,0,0.0,0.7058,0.55,1.1141552511415526e-06,1.008097165991903,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
medical imaging,33,6.666666666666667,0.883375,0.5,0.0008846153846153846,0.5611111111111111,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
radiology,1,0.0,0.39145,0.15,0.002712264150943396,1.001015228426396,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
web development,0,1.1661807580174928,0.99265,1.0,0.003843601895734597,1.6917293233082706,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
web analytics,6,0.0,0.70245,0.65,0.00039158878504672896,0.5929078014184397,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
signal processing,100,36.17021276595745,0.9033249999999999,0.9,0.00919047619047619,1.0,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
image processing,193,7.707910750507099,0.9535,0.85,0.004903846153846154,0.7485148514851485,2.8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
mobile phones,82,7.857142857142857,0.9568000000000001,0.15,0.002823529411764706,0.9838709677419355,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
mobile device management,0,0.0,0.9605,0.7,5.0234741784037556e-05,1.0,1.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,True
computer networking,3,0.18214936247723132,0.947525,0.55,0.0006179245283018868,1.0381679389312977,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
wireless networking,10,1.824817518248175,0.931925,0.35,0.00040285714285714285,0.9752650176678446,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
genetic algorithms,580,23.636363636363637,0.7383,0.55,0.0009142857142857143,0.934010152284264,4.1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,True
gene expression programming,0,0.0,0.891,0.4,1.6714285714285716e-05,1.0,3.5,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,True
cryptography,95,0.0,0.01455,0.9,0.00411764705882353,0.6162790697674418,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
cryptography law,0,0.0,0.499,0.85,4.786729857819906e-07,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer graphics,16,7.285974499089254,0.9545,0.9,0.0028018018018018016,1.050974512743628,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
geometry processing,0,0.0,0.7790999999999999,0.85,2.292929292929293e-05,1.0,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
medical imaging,33,6.666666666666667,0.883375,0.5,0.0009276018099547512,1.1090909090909091,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
medical ultrasonography,0,0.0,0.9875,0.05,2.1846846846846846e-06,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer networking,3,0.18214936247723132,0.947525,0.55,0.0006346153846153846,0.9785714285714285,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
online services,9,0.3861003861003861,0.9957750000000001,0.4,0.00022034383954154727,0.963302752293578,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
radiology,1,0.0,0.39145,0.15,0.002726027397260274,1.005050505050505,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
radiation therapy,16,14.285714285714285,0.832925,0.0,0.00018701923076923076,0.994579945799458,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
embedded systems,91,21.374045801526716,0.858325,0.8,0.0022238095238095237,0.9833333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
robots,236,0.0,0.51445,0.6,0.004365296803652968,0.9878172588832488,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
graph theory,48,3.79746835443038,0.8474999999999999,0.95,0.0013033175355450237,0.9692307692307692,2.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
network theory,8,0.17889087656529518,0.951075,0.6,0.00011990950226244343,0.6681614349775785,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
artificial intelligence,330,30.88235294117647,0.788925,0.95,0.026175115207373274,1.0140845070422535,2.6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,True
computer vision,125,5.100182149362477,0.9451,0.85,0.008990384615384615,0.9262295081967213,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
information theory,70,0.9079118028534372,0.9576,0.65,0.0013853211009174312,1.0129870129870129,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
detection theory,1,0.0,0.8573500000000001,0.7,2.9457013574660635e-05,0.9054242002781642,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer programming,8,0.18214936247723132,0.951225,0.7,0.004541062801932367,0.9641350210970464,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
quantum programming,3,0.0,0.820725,0.9,1.0491071428571428e-05,1.0128205128205128,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
software architecture,31,3.309692671394799,0.947025,0.9,0.0007454545454545455,1.7267441860465116,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
interoperability,90,0.0,0.36015,0.55,0.0011730769230769232,0.9335664335664335,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
operating systems,30,35.0,0.960475,0.95,0.0043257918552036196,0.9957537154989384,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
operating system advocacy,0,0.0,0.8696166666666666,0.75,2.951923076923077e-07,1.1538461538461537,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
parallel computing,73,3.2490974729241873,0.84605,1.0,0.0007476190476190476,0.6708333333333333,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
cache coherency,1,0.40650406504065045,0.897025,0.75,1.242152466367713e-05,1.0,-0.30000000000000004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
identity management,18,25.64102564102564,0.921625,0.8,0.0001900990099009901,1.0158730158730158,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
access control,126,35.12544802867383,0.983625,0.75,0.000988857938718663,1.589820359281437,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
maps,82,0.0,0.93645,0.5,0.03739130434782609,0.5554171855541719,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
globes,2,0.0,0.1405,0.05,0.00019030837004405286,0.9954233409610984,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer programming,8,0.18214936247723132,0.951225,0.7,0.004116591928251121,1.0460526315789473,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
concurrent computing,4,0.0,0.678725,0.95,7.613636363636363e-06,1.6420664206642066,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
software project management,0,0.0,0.9893000000000001,0.7,0.0005585585585585586,0.8740157480314961,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
agile software development,0,0.0,0.6830666666666666,1.0,0.0002872146118721461,1.2255244755244756,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
radiology,1,0.0,0.39145,0.15,0.00265929203539823,1.0136518771331058,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
radiography,1,0.0,1.0,0.1,0.0005806451612903225,1.0078125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
natural language processing,0,0.0,0.9532666666666666,0.8,0.0021954545454545456,1.6032388663967612,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
corpus linguistics,5,0.0,0.466525,0.4,4.590909090909091e-05,1.0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
cryptography,95,0.0,0.01455,0.9,0.0029649595687331535,1.0,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
quantum cryptography,9,9.30232558139535,0.369,0.95,7.887323943661972e-05,0.9195402298850575,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
systems science,4,0.31746031746031744,0.981225,0.3,0.0002772727272727273,0.945859872611465,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
systems biology,27,0.31746031746031744,0.91025,0.3,0.00033875338753387534,0.9682539682539683,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
assistive technology,10,50.0,0.9929,0.25,0.00011727748691099477,1.0112866817155757,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
prosthetics,2,0.0,1.0,0.05,0.00019761904761904763,1.0047961630695443,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
semantic web,92,2.8735632183908044,0.732475,0.7,0.001180952380952381,0.5991902834008097,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
resource description framework,0,0.0,0.9393833333333333,0.8,4.269058295964125e-05,1.1216931216931216,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
information appliances,4,0.25940337224383914,0.918425,0.5,1.6729857819905212e-05,0.985981308411215,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
smart tv,3,0.0,0.9328000000000001,0.2,0.0006398104265402843,0.9931506849315068,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
dark web,0,0.0,0.957225,0.55,6.19047619047619e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
darknet markets,0,0.0,0.9524250000000001,0.65,4.1830357142857146e-06,1.1978021978021978,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
tracking,172,0.0,0.8475,0.45,0.016200873362445415,1.0792349726775956,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
indoor positioning system,0,0.0,0.7570833333333334,0.6,2.7417840375586853e-05,0.9925373134328358,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational neuroscience,17,0.0,0.428125,0.5,0.00010476190476190476,0.9908256880733946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
neurotechnology,0,0.0,1.0,0.25,2.541062801932367e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
lexicography,4,0.0,1.0,0.2,5.9375e-05,1.0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
definition,76,0.0,0.91075,0.05,0.04713656387665198,0.863302752293578,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
robotics,138,0.0,0.40305,0.75,0.01343891402714932,1.6554054054054055,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
adaptable robotics,0,0.0,0.701525,0.8,3.604444444444444e-07,1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
cybercrime,11,0.0,1.0,0.25,0.00020663507109004739,1.002288329519451,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
darknet markets,0,0.0,0.9524250000000001,0.65,4.117117117117117e-06,1.0519618239660657,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
algorithms,1165,0.0,0.69375,1.0,0.044571428571428574,1.0742637644046096,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational physics,7,0.0,0.7213,0.5,0.0001304761904761905,0.5785123966942148,2.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,True
control flow,6,9.883720930232558,0.94755,0.45,0.00028523809523809524,1.0491283676703644,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
subroutines,10,0.0,1.0,0.65,0.00011059907834101383,1.0,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
cybercrime,11,0.0,1.0,0.25,0.00019192825112107623,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
malware,24,0.0,0.14125,1.0,0.0009903846153846154,1.009433962264151,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
emergent gameplay,0,0.0,0.7058,0.55,1.045045045045045e-06,1.0213675213675213,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
machinima,1,0.0,1.0,0.05,1.7942583732057417e-05,1.0538243626062322,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational linguistics,16,0.5025125628140703,0.502,0.5,0.0007342995169082125,0.9934640522875817,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
